stage_event_id,application_id,stage_name,entered_at,exited_at,stage_outcome,dropoff_flag,dropoff_reason
EVT-000271,APP-0061,Screening,08/09T05:00:00/2026,,Passed,False,
EVT-000272,APP-0061,Recruiter Screen,2026-08-12T06:00:00,2026-08-17T06:00:00,Passed,False,
EVT-000273,APP-0062, Applied ,2026-06-17T00:00:00,2026-06-20T00:00:00,Passed,False,
EVT-000274,APP-0062,Screening,06/20T19:00:00/2026,2026-06-27T19:00:00,Passed,False,
EVT-000275,APP-0062,Recruiter Screen,2026-06-28T14:00:00,2026-06-30T14:00:00,Failed,True,Tech Mismatch
EVT-000276,APP-0063,Applied,07/15T00:00:00/2026,2026-07-19T00:00:00,Passed,False,
EVT-000277,APP-0063, Screening ,2026-07-20T17:00:00,2026-07-26T17:00:00,Passed,False,
EVT-000278,APP-0063,Recruiter Screen,07/28T12:00:00/2026,07/29T12:00:00/2026,Failed,True,No Response
EVT-000279,APP-0064,Applied,2026-07-30T00:00:00,2026-08-06T00:00:00,Passed,False,
EVT-000280,APP-0064,Screening,2026-08-06T10:00:00,08/10T10:00:00/2026,Passed,False,
EVT-000281,APP-0064,Recruiter Screen,2026-08-10T20:00:00,2026-08-12T20:00:00,Passed,False,
EVT-000282,APP-0064,Hiring Manager Review,08/13T00:00:00/2026,08/16T00:00:00/2026,Passed,False,
EVT-000283,APP-0065,Applied,2026-08-07T00:00:00,2026-08-13T00:00:00,Passed,False,
EVT-000284,APP-0065,Screening,2026-08-13T19:00:00,,Passed,False,
EVT-000285,APP-0065,Recruiter Screen,2026-08-19T03:00:00,2026-08-24T03:00:00,Passed,False,
EVT-000286,APP-0065,Hiring Manager Review,2026-08-26T00:00:00,2026-08-30T00:00:00,Passed,False,
EVT-000287,APP-0065, Technical Interview ,2026-08-31T21:00:00,2026-09-05T21:00:00,Passed,False,
EVT-000288,APP-0065,Final Interview,2026-09-06T15:00:00,2026-09-10T15:00:00,Passed,False,
EVT-000289,APP-0066,Applied,07/13T00:00:00/2026,2026-07-15T00:00:00,Passed,False,
EVT-000290,APP-0066,Screening,07/16T04:00:00/2026,2026-07-19T04:00:00,Failed,True,Withdrew
EVT-000291,APP-0067, Applied ,2026-06-16T00:00:00,2026-06-23T00:00:00,Passed,False,
EVT-000292,APP-0067,Screening,2026-06-24T13:00:00,2026-06-25T13:00:00,Passed,False,
EVT-000293,APP-0068,Applied,2026-06-30T00:00:00,2026-07-06T00:00:00,Passed,False,
EVT-000294,APP-0068,Screening,2026-07-06T03:00:00,2026-07-09T03:00:00,Passed,False,
EVT-000295,APP-0068,Recruiter Screen,2026-07-10T10:00:00,2026-07-16T10:00:00,Passed,False,
EVT-000296,APP-0068,Hiring Manager Review,07/18T04:00:00/2026,,Passed,False,
EVT-000297,APP-0068,Technical Interview,2026-07-23T22:00:00,2026-07-26T22:00:00,Passed,False,
EVT-000298,APP-0068,Final Interview,2026-07-28T12:00:00,2026-08-01T12:00:00,Passed,False,
EVT-000299,APP-0069,Applied,2026-05-31T00:00:00,,Passed,False,
EVT-000300,APP-0069,Screening,06/05T22:00:00/2026,2026-06-09T22:00:00,Passed,False,
EVT-000301,APP-0069,Recruiter Screen,2026-06-11T17:00:00,06/13T17:00:00/2026,Passed,False,
EVT-000302,APP-0069,Hiring Manager Review,06/14T04:00:00/2026,2026-06-18T04:00:00,Passed,False,
EVT-000303,APP-0070,applied,2026-07-03T00:00:00,2026-07-08T00:00:00,Passed,False,
EVT-000304,APP-0070,Screening,2026-07-09T12:00:00,07/11T12:00:00/2026,Passed,False,
EVT-000305,APP-0070,Recruiter Screen,2026-07-12T18:00:00,2026-07-14T18:00:00,Passed,False,
EVT-000306,APP-0070,Hiring Manager Review,2026-07-15T15:00:00,,Passed,False,
EVT-000307,APP-0070,Technical Interview,2026-07-20T12:00:00,2026-07-24T12:00:00,Passed,False,
EVT-000308,APP-0071,Applied,2026-07-24T00:00:00,07/26T00:00:00/2026,Passed,False,
EVT-000309,APP-0071,Screening,2026-07-27T19:00:00,08/02T19:00:00/2026,Passed,False,
EVT-000310,APP-0071,Recruiter Screen,08/04T01:00:00/2026,2026-08-09T01:00:00,Passed,False,
EVT-000311,APP-0071,Hiring Manager Review,2026-08-09T05:00:00,2026-08-12T05:00:00,Passed,False,
EVT-000312,APP-0071,Technical Interview,08/13T15:00:00/2026,2026-08-17T15:00:00,Passed,False,
EVT-000313,APP-0071,Final Interview,2026-08-19T07:00:00,08/22T07:00:00/2026,Failed,True,No Response
EVT-000314,APP-0072,Applied,06/17T00:00:00/2026,2026-06-23T00:00:00,Passed,False,
EVT-000315,APP-0072,Screening,06/23T09:00:00/2026,2026-06-27T09:00:00,Passed,False,
EVT-000316,APP-0072,Recruiter Screen,06/28T14:00:00/2026,,Withdrew,True,Tech Mismatch
EVT-000317,APP-0073,Applied,2026-07-25T00:00:00,2026-07-31T00:00:00,Passed,False,
EVT-000318,APP-0073,Screening,2026-07-31T16:00:00,2026-08-07T16:00:00,Passed,False,
EVT-000319,APP-0073,Recruiter Screen,2026-08-08T03:00:00,2026-08-12T03:00:00,Passed,False,
EVT-000320,APP-0073,Hiring Manager Review,2026-08-13T15:00:00,08/15T15:00:00/2026,Passed,False,
EVT-000321,APP-0073,Technical Interview,08/17T03:00:00/2026,2026-08-22T03:00:00,Passed,False,
EVT-000322,APP-0073,Final Interview,2026-08-22T09:00:00,2026-08-25T09:00:00,Passed,False,
EVT-000323,APP-0073,Offer,2026-08-25T17:00:00,2026-08-30T17:00:00,Passed,False,
EVT-000324,APP-0073,Offer Accepted,2026-08-31T01:00:00,2026-09-02T01:00:00,Passed,False,
EVT-000325,APP-0074,Applied,06/27T00:00:00/2026,2026-07-01T00:00:00,Passed,False,
EVT-000326,APP-0074,Screening,2026-07-02T09:00:00,2026-07-09T09:00:00,Passed,False,
EVT-000327,APP-0074,Recruiter Screen,2026-07-10T03:00:00,2026-07-15T03:00:00,Passed,False,
EVT-000328,APP-0074, Hiring Manager Review ,2026-07-16T10:00:00,2026-07-21T10:00:00,Passed,False,
EVT-000329,APP-0074,Technical Interview,2026-07-22T02:00:00,2026-07-27T02:00:00,Passed,False,
EVT-000330,APP-0074,Final Interview,2026-07-28T14:00:00,2026-07-31T14:00:00,Passed,False,
EVT-000331,APP-0074,Offer,2026-08-01T15:00:00,2026-08-06T15:00:00,Passed,False,
EVT-000332,APP-0075,Applied,2026-06-14T00:00:00,2026-06-17T00:00:00,Passed,False,
EVT-000333,APP-0075,screening,2026-06-17T05:00:00,2026-06-21T05:00:00,Passed,False,
EVT-000334,APP-0075,Recruiter Screen,2026-06-22T08:00:00,2026-06-26T08:00:00,Passed,False,
EVT-000335,APP-0075,Hiring Manager Review,2026-06-27T17:00:00,,Passed,False,
EVT-000336,APP-0075,Tech Interview,2026-07-01T18:00:00,2026-07-05T18:00:00,Passed,False,
EVT-000337,APP-0075,Final Interview,2026-07-07T17:00:00,2026-07-12T17:00:00,Passed,False,
EVT-000338,APP-0076,Applied,2026-07-06T00:00:00,2026-07-11T00:00:00,Passed,False,
EVT-000339,APP-0076,Screening,2026-07-11T10:00:00,07/16T10:00:00/2026,Passed,False,
EVT-000340,APP-0076,recruiter screen,2026-07-17T21:00:00,2026-07-22T21:00:00,Passed,False,
EVT-000341,APP-0076,Hiring Manager Review,07/23T20:00:00/2026,2026-07-27T20:00:00,Passed,False,
EVT-000342,APP-0076,Technical Interview,2026-07-29T08:00:00,,Passed,False,
EVT-000343,APP-0076,Final Interview,2026-08-05T09:00:00,08/10T09:00:00/2026,Passed,False,
EVT-000344,APP-0076,Offer,2026-08-11T06:00:00,,Passed,False,
EVT-000345,APP-0076,Offer Accepted,08/16T03:00:00/2026,,Passed,False,
EVT-000346,APP-0076,Joined,2026-08-20T16:00:00,2026-08-24T16:00:00,Passed,False,
EVT-000347,APP-0077,Applied,2026-07-10T00:00:00,,Passed,False,
EVT-000348,APP-0077,screening,2026-07-16T22:00:00,2026-07-21T22:00:00,Passed,False,
EVT-000349,APP-0077,Recruiter Screen,2026-07-22T23:00:00,2026-07-25T23:00:00,Withdrew,True,Salary
EVT-000350,APP-0078,Applied,2026-07-05T00:00:00,2026-07-08T00:00:00,Passed,False,
EVT-000351,APP-0078,Screening,07/09T09:00:00/2026,2026-07-15T09:00:00,Passed,False,
EVT-000352,APP-0078,Recruiter Screen,07/16T07:00:00/2026,07/18T07:00:00/2026,Passed,False,
EVT-000353,APP-0078,Hiring Manager Review,2026-07-19T12:00:00,,Passed,False,
EVT-000354,APP-0078,Technical Interview,2026-07-22T22:00:00,,Passed,False,
EVT-000355,APP-0078,Final Interview,2026-07-27T23:00:00,2026-08-03T23:00:00,Passed,False,
EVT-000356,APP-0078,Offer,08/04T09:00:00/2026,2026-08-09T09:00:00,Passed,False,
EVT-000357,APP-0078,Offer Accepted,2026-08-11T03:00:00,08/12T03:00:00/2026,Failed,True,No Response
EVT-000358,APP-0079,Applied,06/30T00:00:00/2026,,Passed,False,
EVT-000359,APP-0079,Screening,2026-07-08T02:00:00,,Passed,False,
EVT-000360,APP-0079,Recruiter Screen,2026-07-15T08:00:00,,Withdrew,True,No Response
EVT-000361,APP-0080, Applied ,05/26T00:00:00/2026,05/31T00:00:00/2026,Passed,False,
EVT-000362,APP-0080,screening,2026-06-01T11:00:00,2026-06-03T11:00:00,Passed,False,
EVT-000363,APP-0080,recruiter screen,06/05T03:00:00/2026,2026-06-07T03:00:00,Passed,False,
EVT-000364,APP-0080,Hiring Manager Review,2026-06-07T19:00:00,2026-06-14T19:00:00,Passed,False,
EVT-000365,APP-0080,Technical Interview,2026-06-16T15:00:00,2026-06-17T15:00:00,Withdrew,True,Tech Mismatch
