onboarding_id,offer_id,application_id,candidate_id,planned_joining_date,actual_joining_date,joining_status,no_join_reason,onboarding_completed
review-clean4-messy-ONB-000165,review-clean4-messy-OFF-000435,review-clean4-messy-APP-006465,review-clean4-messy-CAND-04017,2026-09-01,08/31/2026,No Show,,YES
review-clean4-messy-ONB-000166,review-clean4-messy-OFF-000440,review-clean4-messy-APP-006523,review-clean4-messy-CAND-00073,2026-10-11,2026-10-11,Cancelled,Found other offer,True
review-clean4-messy-ONB-000167,review-clean4-messy-OFF-000443,review-clean4-messy-APP-006565,review-clean4-messy-CAND-01867,2026-08-30,2026-09-01,Offer accepted,,True
review-clean4-messy-ONB-000168,review-clean4-messy-OFF-000447,review-clean4-messy-APP-006611,review-clean4-messy-CAND-01243,2026-08-02,2026-08-05,Joined,,True
review-clean4-messy-ONB-000169,review-clean4-messy-OFF-000452,review-clean4-messy-APP-006748,review-clean4-messy-CAND-01594,2026-09-16,2026-09-15,No Show,,True
review-clean4-messy-ONB-000170,review-clean4-messy-OFF-000456,review-clean4-messy-APP-006818,review-clean4-messy-CAND-03286,2026-09-14,2026-09-17,Joined,,True
review-clean4-messy-ONB-000171,review-clean4-messy-OFF-000462,review-clean4-messy-APP-007007,review-clean4-messy-CAND-01196,2026-10-07,10/11/2026,Cancelled,,False
review-clean4-messy-ONB-000172,review-clean4-messy-OFF-000463,review-clean4-messy-APP-007014,review-clean4-messy-CAND-04295,09/26/2026,2026-09-29,Cancelled,Found other offer,False
review-clean4-messy-ONB-000173,review-clean4-messy-OFF-000464,review-clean4-messy-APP-007021,review-clean4-messy-CAND-01838,2026-08-27,2026-08-31,Joined,,true
review-clean4-messy-ONB-000174,review-clean4-messy-OFF-000472,review-clean4-messy-APP-007086,review-clean4-messy-CAND-01605,09/26/2026,,Joined,,False
review-clean4-messy-ONB-000175,review-clean4-messy-OFF-000473,review-clean4-messy-APP-007115,review-clean4-messy-CAND-04763,2026-09-10,2026-09-13,Postponed,,No
review-clean4-messy-ONB-000176,review-clean4-messy-OFF-000474,review-clean4-messy-APP-007146,review-clean4-messy-CAND-03044,2026-09-15,2026-09-13,Postponed,,True
review-clean4-messy-ONB-000177,review-clean4-messy-OFF-000477,review-clean4-messy-APP-007153,review-clean4-messy-CAND-04919,2026-08-12,2026-08-17,No Show,Personal reasons,YES
review-clean4-messy-ONB-000178,review-clean4-messy-OFF-000484,review-clean4-messy-APP-007240,review-clean4-messy-CAND-00630,08/20/2026,08/24/2026,Cancelled,,True
review-clean4-messy-ONB-000179,review-clean4-messy-OFF-000485,review-clean4-messy-APP-007254,review-clean4-messy-CAND-02324,2026-08-20,,joined,Found other offer,False
review-clean4-messy-ONB-000180,review-clean4-messy-OFF-000488,review-clean4-messy-APP-007351,review-clean4-messy-CAND-04639,2026-08-29,,Done,Found other offer,True
review-clean4-messy-ONB-000181,review-clean4-messy-OFF-000495,review-clean4-messy-APP-007424,review-clean4-messy-CAND-02647,2026-07-20,2026-07-20,Joined,Found other offer,No
review-clean4-messy-ONB-000182,review-clean4-messy-OFF-000497,review-clean4-messy-APP-007451,review-clean4-messy-CAND-00975,09/16/2026,09/15/2026,Joined,Found other offer,False
review-clean4-messy-ONB-000183,review-clean4-messy-OFF-000501,review-clean4-messy-APP-007502,review-clean4-messy-CAND-02623,2026-09-18,2026-09-18,Cancelled,,No
review-clean4-messy-ONB-000184,review-clean4-messy-OFF-000502,review-clean4-messy-APP-007513,review-clean4-messy-CAND-04663,10/02/2026,,Cancelled,,True
review-clean4-messy-ONB-000185,review-clean4-messy-OFF-000505,review-clean4-messy-APP-007549,review-clean4-messy-CAND-04197,2026-10-06,,Joined,,False
review-clean4-messy-ONB-000186,review-clean4-messy-OFF-000506,review-clean4-messy-APP-007552,review-clean4-messy-CAND-01351,2026-07-30,07/30/2026,CANCELLED,,True
review-clean4-messy-ONB-000187,review-clean4-messy-OFF-000507,review-clean4-messy-APP-007564,review-clean4-messy-CAND-04297,2026-10-10,,Joined,,True
review-clean4-messy-ONB-000188,review-clean4-messy-OFF-000512,review-clean4-messy-APP-007595,review-clean4-messy-CAND-00323,2026-08-10,2026-08-12,No Show,,True
review-clean4-messy-ONB-000189,review-clean4-messy-OFF-000513,review-clean4-messy-APP-007616,review-clean4-messy-CAND-02359,2026-09-01,2026-08-30,Joined,Found other offer,True
review-clean4-messy-ONB-000190,review-clean4-messy-OFF-000514,review-clean4-messy-APP-007632,review-clean4-messy-CAND-01450,2026-08-28,2026-08-31,No Show,,True
review-clean4-messy-ONB-000191,review-clean4-messy-OFF-000520,review-clean4-messy-APP-007672,review-clean4-messy-CAND-04945,09/10/2026,,No Show,Found other offer,False
review-clean4-messy-ONB-000192,review-clean4-messy-OFF-000523,review-clean4-messy-APP-007709,review-clean4-messy-CAND-01629,2026-08-31,,Cancelled,,false
review-clean4-messy-ONB-000193,review-clean4-messy-OFF-000526,review-clean4-messy-APP-007735,review-clean4-messy-CAND-01466,2026-08-18,2026-08-16,Joined,,False
review-clean4-messy-ONB-000194,review-clean4-messy-OFF-000527,review-clean4-messy-APP-007769,review-clean4-messy-CAND-01870,2026-10-11,2026-10-10,Joined,,False
review-clean4-messy-ONB-000195,review-clean4-messy-OFF-000528,review-clean4-messy-APP-007789,review-clean4-messy-CAND-01698,2026-08-31,2026-09-03,Postponed,Found other offer,False
review-clean4-messy-ONB-000196,review-clean4-messy-OFF-000531,review-clean4-messy-APP-007839,review-clean4-messy-CAND-00539,2026-09-20,2026-09-20,Joined,,No
review-clean4-messy-ONB-000197,review-clean4-messy-OFF-000533,review-clean4-messy-APP-007867,review-clean4-messy-CAND-01406,10/04/2026,2026-10-07,No Show,,false
review-clean4-messy-ONB-000198,review-clean4-messy-OFF-000534,review-clean4-messy-APP-007882,review-clean4-messy-CAND-01133,2026-08-10,2026-08-12,Joined,Found other offer,No
review-clean4-messy-ONB-000199,review-clean4-messy-OFF-000536,review-clean4-messy-APP-007896,review-clean4-messy-CAND-00689,2026-08-04,08/07/2026,No Show,,False
review-clean4-messy-ONB-000200,review-clean4-messy-OFF-000538,review-clean4-messy-APP-007926,review-clean4-messy-CAND-02770,2026-08-31,08/31/2026,Joined,Personal reasons,false
review-clean4-messy-ONB-000201,review-clean4-messy-OFF-000540,review-clean4-messy-APP-007961,review-clean4-messy-CAND-03967,2026-09-24,2026-09-22,Offer accepted,,True
review-clean4-messy-ONB-000202,review-clean4-messy-OFF-000543,review-clean4-messy-APP-007999,review-clean4-messy-CAND-00403,2026-07-13,,Joined,Personal reasons,True
review-clean4-messy-ONB-000203,review-clean4-messy-OFF-000544,review-clean4-messy-APP-008013,review-clean4-messy-CAND-02613,2026-09-02,2026-09-06,No Show,,false
review-clean4-messy-ONB-000204,review-clean4-messy-OFF-000546,review-clean4-messy-APP-008025,review-clean4-messy-CAND-03486,2026-09-10,2026-09-12,Joined,,False
review-clean4-messy-ONB-000205,review-clean4-messy-OFF-000554,review-clean4-messy-APP-008222,review-clean4-messy-CAND-03055,2026-08-28,2026-08-30,Cancelled,Found other offer,YES
review-clean4-messy-ONB-000206,review-clean4-messy-OFF-000556,review-clean4-messy-APP-008232,review-clean4-messy-CAND-01731,2026-07-31,,No Show,,False
review-clean4-messy-ONB-000207,review-clean4-messy-OFF-000557,review-clean4-messy-APP-008244,review-clean4-messy-CAND-00483,2026-09-30,2026-10-02,No Show,,true
review-clean4-messy-ONB-000208,review-clean4-messy-OFF-000563,review-clean4-messy-APP-008355,review-clean4-messy-CAND-03989,08/11/2026,2026-08-09,Joined,,False
review-clean4-messy-ONB-000209,review-clean4-messy-OFF-000564,review-clean4-messy-APP-008373,review-clean4-messy-CAND-00598,07/14/2026,2026-07-16,No Show,,True
review-clean4-messy-ONB-000210,review-clean4-messy-OFF-000565,review-clean4-messy-APP-008379,review-clean4-messy-CAND-01531,2026-08-10,2026-08-10,Done,,No
review-clean4-messy-ONB-000211,review-clean4-messy-OFF-000567,review-clean4-messy-APP-008454,review-clean4-messy-CAND-01223,08/06/2026,08/08/2026,No Show,,True
review-clean4-messy-ONB-000212,review-clean4-messy-OFF-000568,review-clean4-messy-APP-008468,review-clean4-messy-CAND-01838,08/05/2026,2026-08-03,No hire,,YES
review-clean4-messy-ONB-000213,review-clean4-messy-OFF-000569,review-clean4-messy-APP-008473,review-clean4-messy-CAND-00335,09/01/2026,2026-09-05,Offer accepted,Found other offer,True
review-clean4-messy-ONB-000214,review-clean4-messy-OFF-000571,review-clean4-messy-APP-008517,review-clean4-messy-CAND-02160,2026-09-02,,Joined,,YES
review-clean4-messy-ONB-000215,review-clean4-messy-OFF-000572,review-clean4-messy-APP-008545,review-clean4-messy-CAND-00182,2026-09-27,2026-10-02,No hire,,True
review-clean4-messy-ONB-000216,review-clean4-messy-OFF-000573,review-clean4-messy-APP-008563,review-clean4-messy-CAND-00458,2026-09-23,2026-09-22,No Show,,False
review-clean4-messy-ONB-000217,review-clean4-messy-OFF-000581,review-clean4-messy-APP-008687,review-clean4-messy-CAND-00005,2026-08-12,,Joined,,False
review-clean4-messy-ONB-000218,review-clean4-messy-OFF-000586,review-clean4-messy-APP-008794,review-clean4-messy-CAND-03126,2026-08-29,2026-08-27,Joined,,false
review-clean4-messy-ONB-000219,review-clean4-messy-OFF-000588,review-clean4-messy-APP-008817,review-clean4-messy-CAND-01291,2026-08-10,,Joined,,False
review-clean4-messy-ONB-000220,review-clean4-messy-OFF-000589,review-clean4-messy-APP-008822,review-clean4-messy-CAND-00883,2026-09-21,2026-09-19,Joined,,False
review-clean4-messy-ONB-000221,review-clean4-messy-OFF-000590,review-clean4-messy-APP-008888,review-clean4-messy-CAND-01208,07/19/2026,2026-07-20,No Show,,True
review-clean4-messy-ONB-000222,review-clean4-messy-OFF-000591,review-clean4-messy-APP-008894,review-clean4-messy-CAND-04350,2026-09-14,2026-09-17,Cancelled,,No
review-clean4-messy-ONB-000223,review-clean4-messy-OFF-000597,review-clean4-messy-APP-008951,review-clean4-messy-CAND-01412,2026-09-10,,No Show,Found other offer,False
review-clean4-messy-ONB-000224,review-clean4-messy-OFF-000599,review-clean4-messy-APP-009003,review-clean4-messy-CAND-01632,08/06/2026,2026-08-08,Joined,,False
review-clean4-messy-ONB-000225,review-clean4-messy-OFF-000601,review-clean4-messy-APP-009028,review-clean4-messy-CAND-03339,2026-08-06,2026-08-08,Joined,,False
review-clean4-messy-ONB-000226,review-clean4-messy-OFF-000610,review-clean4-messy-APP-009198,review-clean4-messy-CAND-02371,2026-07-31,2026-08-01,Joined,,False
review-clean4-messy-ONB-000227,review-clean4-messy-OFF-000611,review-clean4-messy-APP-009216,review-clean4-messy-CAND-01002,2026-07-22,,Cancelled,,False
review-clean4-messy-ONB-000228,review-clean4-messy-OFF-000617,review-clean4-messy-APP-009291,review-clean4-messy-CAND-02609,2026-10-04,,Joined,,True
review-clean4-messy-ONB-000229,review-clean4-messy-OFF-000621,review-clean4-messy-APP-009321,review-clean4-messy-CAND-02739,2026-08-21,2026-08-26,Joined,,False
review-clean4-messy-ONB-000230,review-clean4-messy-OFF-000622,review-clean4-messy-APP-009324,review-clean4-messy-CAND-02926,2026-08-20,,Postponed,,YES
review-clean4-messy-ONB-000231,review-clean4-messy-OFF-000625,review-clean4-messy-APP-009355,review-clean4-messy-CAND-04712,2026-07-21,2026-07-26,Rejected,,True
review-clean4-messy-ONB-000232,review-clean4-messy-OFF-000632,review-clean4-messy-APP-009479,review-clean4-messy-CAND-04428,2026-07-23,,Postponed,,False
review-clean4-messy-ONB-000233,review-clean4-messy-OFF-000633,review-clean4-messy-APP-009489,review-clean4-messy-CAND-01891,09/17/2026,,Postponed,,False
review-clean4-messy-ONB-000234,review-clean4-messy-OFF-000636,review-clean4-messy-APP-009530,review-clean4-messy-CAND-00367,2026-08-11,2026-08-11,Postponed,,False
review-clean4-messy-ONB-000235,review-clean4-messy-OFF-000637,review-clean4-messy-APP-009552,review-clean4-messy-CAND-02276,08/14/2026,2026-08-17,NO SHOW,,True
review-clean4-messy-ONB-000236,review-clean4-messy-OFF-000640,review-clean4-messy-APP-009615,review-clean4-messy-CAND-01034,2026-10-11,,Cancelled,Found other offer,True
review-clean4-messy-ONB-000237,review-clean4-messy-OFF-000646,review-clean4-messy-APP-009707,review-clean4-messy-CAND-04881,09/23/2026,,Offer accepted,,No
review-clean4-messy-ONB-000238,review-clean4-messy-OFF-000647,review-clean4-messy-APP-009726,review-clean4-messy-CAND-03735,2026-08-07,,Joined,Found other offer,No
review-clean4-messy-ONB-000239,review-clean4-messy-OFF-000659,review-clean4-messy-APP-009871,review-clean4-messy-CAND-01625,2026-08-01,07/30/2026,Offer accepted,Found other offer,True
review-clean4-messy-ONB-000240,review-clean4-messy-OFF-000661,review-clean4-messy-APP-009881,review-clean4-messy-CAND-02664,2026-10-18,2026-10-18,No Show,,True
review-clean4-messy-ONB-000241,review-clean4-messy-OFF-000669,review-clean4-messy-APP-010052,review-clean4-messy-CAND-02900,2026-08-11,,No Show,,No
review-clean4-messy-ONB-000242,review-clean4-messy-OFF-000670,review-clean4-messy-APP-010053,review-clean4-messy-CAND-04690,2026-08-22,08/21/2026,Joined,Personal reasons,No
review-clean4-messy-ONB-000243,review-clean4-messy-OFF-000672,review-clean4-messy-APP-010064,review-clean4-messy-CAND-02262,2026-10-10,2026-10-10,POSTPONED,,True
review-clean4-messy-ONB-000244,review-clean4-messy-OFF-000674,review-clean4-messy-APP-010098,review-clean4-messy-CAND-00100,09/17/2026,2026-09-22,No hire,,True
review-clean4-messy-ONB-000245,review-clean4-messy-OFF-000675,review-clean4-messy-APP-010140,review-clean4-messy-CAND-00183,2026-08-06,2026-08-05,Joined,,false
review-clean4-messy-ONB-000246,review-clean4-messy-OFF-000680,review-clean4-messy-APP-010200,review-clean4-messy-CAND-04414,2026-10-08,,No Show,,YES
review-clean4-messy-ONB-000247,review-clean4-messy-OFF-000682,review-clean4-messy-APP-010222,review-clean4-messy-CAND-02425,2026-08-28,,Postponed,,False
review-clean4-messy-ONB-000248,review-clean4-messy-OFF-000686,review-clean4-messy-APP-010284,review-clean4-messy-CAND-01427,2026-09-09,2026-09-12,Joined,,True
review-clean4-messy-ONB-000249,review-clean4-messy-OFF-000696,review-clean4-messy-APP-010464,review-clean4-messy-CAND-00604,10/03/2026,10/06/2026,Joined,,True
review-clean4-messy-ONB-000250,review-clean4-messy-OFF-000708,review-clean4-messy-APP-010711,review-clean4-messy-CAND-04378,2026-09-28,,Joined,,False
review-clean4-messy-ONB-000251,review-clean4-messy-OFF-000710,review-clean4-messy-APP-010725,review-clean4-messy-CAND-00567,2026-08-08,,No Show,Found other offer,False
review-clean4-messy-ONB-000252,review-clean4-messy-OFF-000711,review-clean4-messy-APP-010728,review-clean4-messy-CAND-04976,2026-08-19,2026-08-20,POSTPONED,,False
review-clean4-messy-ONB-000253,review-clean4-messy-OFF-000713,review-clean4-messy-APP-010732,review-clean4-messy-CAND-02202,2026-08-12,08/16/2026,Joined,,true
review-clean4-messy-ONB-000254,review-clean4-messy-OFF-000715,review-clean4-messy-APP-010771,review-clean4-messy-CAND-02954,07/23/2026,2026-07-25,No hire,Found other offer,True
review-clean4-messy-ONB-000255,review-clean4-messy-OFF-000717,review-clean4-messy-APP-010825,review-clean4-messy-CAND-00818,2026-08-15,,Joined,,False
review-clean4-messy-ONB-000256,review-clean4-messy-OFF-000719,review-clean4-messy-APP-010833,review-clean4-messy-CAND-00386,2026-09-12,,NO SHOW, Personal reasons ,True
review-clean4-messy-ONB-000257,review-clean4-messy-OFF-000721,review-clean4-messy-APP-010852,review-clean4-messy-CAND-02698,10/01/2026,2026-10-03,Postponed,Found other offer,True
review-clean4-messy-ONB-000258,review-clean4-messy-OFF-000723,review-clean4-messy-APP-010859,review-clean4-messy-CAND-02296,2026-09-22,,No Show,,True
review-clean4-messy-ONB-000259,review-clean4-messy-OFF-000728,review-clean4-messy-APP-010884,review-clean4-messy-CAND-01104,2026-09-19,2026-09-22,Offer accepted,,True
review-clean4-messy-ONB-000260,review-clean4-messy-OFF-000740,review-clean4-messy-APP-011057,review-clean4-messy-CAND-04993,2026-08-06,,Postponed,,True
review-clean4-messy-ONB-000261,review-clean4-messy-OFF-000741,review-clean4-messy-APP-011068,review-clean4-messy-CAND-03866,2026-07-20,,Cancelled,,True
review-clean4-messy-ONB-000262,review-clean4-messy-OFF-000744,review-clean4-messy-APP-011092,review-clean4-messy-CAND-01235,2026-08-18,2026-08-17,Cancelled,,True
review-clean4-messy-ONB-000263,review-clean4-messy-OFF-000748,review-clean4-messy-APP-011120,review-clean4-messy-CAND-00157,2026-07-22,2026-07-27,Cancelled,,No
review-clean4-messy-ONB-000264,review-clean4-messy-OFF-000749,review-clean4-messy-APP-011140,review-clean4-messy-CAND-04647,2026-07-22,2026-07-25,Postponed,,False
review-clean4-messy-ONB-000265,review-clean4-messy-OFF-000753,review-clean4-messy-APP-011254,review-clean4-messy-CAND-00043,2026-08-18,2026-08-18,Offer accepted,Personal reasons,False
review-clean4-messy-ONB-000266,review-clean4-messy-OFF-000755,review-clean4-messy-APP-011262,review-clean4-messy-CAND-00998,2026-07-24,2026-07-28,Rejected,,True
review-clean4-messy-ONB-000267,review-clean4-messy-OFF-000760,review-clean4-messy-APP-011362,review-clean4-messy-CAND-02640,2026-07-12,,Joined,,False
review-clean4-messy-ONB-000268,review-clean4-messy-OFF-000761,review-clean4-messy-APP-011380,review-clean4-messy-CAND-02908,07/27/2026,,POSTPONED,Found other offer,true
review-clean4-messy-ONB-000269,review-clean4-messy-OFF-000767,review-clean4-messy-APP-011443,review-clean4-messy-CAND-01578,2026-09-16,2026-09-19,Postponed,,False
review-clean4-messy-ONB-000270,review-clean4-messy-OFF-000769,review-clean4-messy-APP-011451,review-clean4-messy-CAND-04911,2026-08-26,,Done,,False
review-clean4-messy-ONB-000271,review-clean4-messy-OFF-000770,review-clean4-messy-APP-011480,review-clean4-messy-CAND-00178,08/07/2026,,Joined,,False
review-clean4-messy-ONB-000272,review-clean4-messy-OFF-000775,review-clean4-messy-APP-011584,review-clean4-messy-CAND-02727,2026-10-12,2026-10-15,Joined,,True
review-clean4-messy-ONB-000273,review-clean4-messy-OFF-000777,review-clean4-messy-APP-011623,review-clean4-messy-CAND-02397,09/19/2026,2026-09-23,No Show,,True
review-clean4-messy-ONB-000274,review-clean4-messy-OFF-000781,review-clean4-messy-APP-011643,review-clean4-messy-CAND-04975,2026-08-17,2026-08-18,Joined,,False
review-clean4-messy-ONB-000275,review-clean4-messy-OFF-000782,review-clean4-messy-APP-011654,review-clean4-messy-CAND-01998,09/10/2026,2026-09-11,Cancelled,,True
review-clean4-messy-ONB-000276,review-clean4-messy-OFF-000783,review-clean4-messy-APP-011657,review-clean4-messy-CAND-03918,07/18/2026,,Cancelled,,true
review-clean4-messy-ONB-000277,review-clean4-messy-OFF-000785,review-clean4-messy-APP-011687,review-clean4-messy-CAND-01164,09/08/2026,2026-09-08,Cancelled,,False
review-clean4-messy-ONB-000278,review-clean4-messy-OFF-000789,review-clean4-messy-APP-011724,review-clean4-messy-CAND-01987,10/23/2026,10/22/2026,Cancelled,,YES
review-clean4-messy-ONB-000279,review-clean4-messy-OFF-000796,review-clean4-messy-APP-011796,review-clean4-messy-CAND-00408,2026-09-05,2026-09-03,Postponed,,False
review-clean4-messy-ONB-000280,review-clean4-messy-OFF-000798,review-clean4-messy-APP-011816,review-clean4-messy-CAND-03470,2026-08-29,2026-09-03,Cancelled,,False
review-clean4-messy-ONB-000281,review-clean4-messy-OFF-000801,review-clean4-messy-APP-011894,review-clean4-messy-CAND-00336,09/21/2026,2026-09-25,postponed,,True
review-clean4-messy-ONB-000282,review-clean4-messy-OFF-000810,review-clean4-messy-APP-011942,review-clean4-messy-CAND-01514,08/23/2026,08/26/2026,Cancelled,,True
review-clean4-messy-ONB-000283,review-clean4-messy-OFF-000813,review-clean4-messy-APP-011993,review-clean4-messy-CAND-01198,2026-08-08,2026-08-12,No Show,,False
review-clean4-messy-ONB-000284,review-clean4-messy-OFF-000816,review-clean4-messy-APP-012021,review-clean4-messy-CAND-00817,2026-08-23,,Joined,,True
review-clean4-messy-ONB-000285,review-clean4-messy-OFF-000817,review-clean4-messy-APP-012029,review-clean4-messy-CAND-04335,2026-10-06,,Postponed,Personal reasons,True
review-clean4-messy-ONB-000286,review-clean4-messy-OFF-000821,review-clean4-messy-APP-012078,review-clean4-messy-CAND-01867,08/07/2026,,Postponed,,No
review-clean4-messy-ONB-000287,review-clean4-messy-OFF-000825,review-clean4-messy-APP-012138,review-clean4-messy-CAND-01339,2026-09-15,,Joined,,False
review-clean4-messy-ONB-000288,review-clean4-messy-OFF-000826,review-clean4-messy-APP-012149,review-clean4-messy-CAND-01510,08/13/2026,,Joined,Found other offer,True
review-clean4-messy-ONB-000289,review-clean4-messy-OFF-000831,review-clean4-messy-APP-012199,review-clean4-messy-CAND-00060,09/24/2026,,Joined,,True
review-clean4-messy-ONB-000290,review-clean4-messy-OFF-000832,review-clean4-messy-APP-012294,review-clean4-messy-CAND-02656,2026-10-10,,no show,,True
review-clean4-messy-ONB-000291,review-clean4-messy-OFF-000834,review-clean4-messy-APP-012302,review-clean4-messy-CAND-03864,2026-08-18,2026-08-16,Joined,,False
review-clean4-messy-ONB-000292,review-clean4-messy-OFF-000837,review-clean4-messy-APP-012330,review-clean4-messy-CAND-03461,2026-09-16,2026-09-15,Rejected,,True
review-clean4-messy-ONB-000293,review-clean4-messy-OFF-000839,review-clean4-messy-APP-012388,review-clean4-messy-CAND-04792,07/13/2026,07/18/2026,Cancelled,Found other offer,False
review-clean4-messy-ONB-000294,review-clean4-messy-OFF-000842,review-clean4-messy-APP-012450,review-clean4-messy-CAND-04935,2026-09-17,2026-09-17,No Show,Personal reasons,False
review-clean4-messy-ONB-000295,review-clean4-messy-OFF-000854,review-clean4-messy-APP-012620,review-clean4-messy-CAND-00986,2026-08-12,08/12/2026,Joined,,False
review-clean4-messy-ONB-000296,review-clean4-messy-OFF-000855,review-clean4-messy-APP-012632,review-clean4-messy-CAND-01505,2026-09-02,2026-08-31,Postponed,,true
review-clean4-messy-ONB-000297,review-clean4-messy-OFF-000860,review-clean4-messy-APP-012697,review-clean4-messy-CAND-02756,2026-09-10,2026-09-13,POSTPONED,,False
review-clean4-messy-ONB-000298,review-clean4-messy-OFF-000861,review-clean4-messy-APP-012716,review-clean4-messy-CAND-04864,2026-09-07,,No Show,Found other offer,False
review-clean4-messy-ONB-000299,review-clean4-messy-OFF-000864,review-clean4-messy-APP-012779,review-clean4-messy-CAND-03015,2026-07-16,2026-07-16,Cancelled,Personal reasons,False
review-clean4-messy-ONB-000300,review-clean4-messy-OFF-000865,review-clean4-messy-APP-012781,review-clean4-messy-CAND-04869,08/07/2026,,No Show,,True
review-clean4-messy-ONB-000301,review-clean4-messy-OFF-000869,review-clean4-messy-APP-012840,review-clean4-messy-CAND-01103,08/16/2026,2026-08-14,No Show,Found other offer,False
review-clean4-messy-ONB-000302,review-clean4-messy-OFF-000873,review-clean4-messy-APP-012862,review-clean4-messy-CAND-04229,2026-08-03,,No Show,,YES
review-clean4-messy-ONB-000303,review-clean4-messy-OFF-000874,review-clean4-messy-APP-012880,review-clean4-messy-CAND-03692,08/08/2026,2026-08-09,Joined,,True
review-clean4-messy-ONB-000304,review-clean4-messy-OFF-000877,review-clean4-messy-APP-012907,review-clean4-messy-CAND-02828,2026-09-30,2026-10-01,Cancelled,,True
review-clean4-messy-ONB-000305,review-clean4-messy-OFF-000879,review-clean4-messy-APP-012913,review-clean4-messy-CAND-04205,09/29/2026,,Joined,,True
review-clean4-messy-ONB-000306,review-clean4-messy-OFF-000880,review-clean4-messy-APP-012933,review-clean4-messy-CAND-03569,08/13/2026,2026-08-18,Cancelled,,True
review-clean4-messy-ONB-000307,review-clean4-messy-OFF-000882,review-clean4-messy-APP-012950,review-clean4-messy-CAND-00960,2026-08-15,,JOINED,,True
review-clean4-messy-ONB-000308,review-clean4-messy-OFF-000883,review-clean4-messy-APP-012951,review-clean4-messy-CAND-02822,2026-09-04,09/07/2026,Rejected,Found other offer,True
review-clean4-messy-ONB-000309,review-clean4-messy-OFF-000884,review-clean4-messy-APP-012955,review-clean4-messy-CAND-02949,08/28/2026,09/02/2026,Cancelled,,False
review-clean4-messy-ONB-000310,review-clean4-messy-OFF-000886,review-clean4-messy-APP-012965,review-clean4-messy-CAND-01243,2026-07-19,2026-07-21,No Show,,No
review-clean4-messy-ONB-000311,review-clean4-messy-OFF-000896,review-clean4-messy-APP-013095,review-clean4-messy-CAND-04797,2026-09-02,,Postponed,,True
review-clean4-messy-ONB-000312,review-clean4-messy-OFF-000898,review-clean4-messy-APP-013133,review-clean4-messy-CAND-00078,2026-09-06,2026-09-04,Joined,,True
review-clean4-messy-ONB-000313,review-clean4-messy-OFF-000899,review-clean4-messy-APP-013140,review-clean4-messy-CAND-00271,2026-10-10,,No Show,,False
review-clean4-messy-ONB-000314,review-clean4-messy-OFF-000900,review-clean4-messy-APP-013142,review-clean4-messy-CAND-04878,2026-09-19,2026-09-19,Joined,,True
review-clean4-messy-ONB-000315,review-clean4-messy-OFF-000902,review-clean4-messy-APP-013168,review-clean4-messy-CAND-01662,08/25/2026,,No Show,Found other offer,False
review-clean4-messy-ONB-000316,review-clean4-messy-OFF-000906,review-clean4-messy-APP-013217,review-clean4-messy-CAND-01248,2026-08-31,2026-09-02,Postponed,Found other offer,True
review-clean4-messy-ONB-000317,review-clean4-messy-OFF-000907,review-clean4-messy-APP-013228,review-clean4-messy-CAND-02862,2026-08-24,,Cancelled,,true
review-clean4-messy-ONB-000318,review-clean4-messy-OFF-000911,review-clean4-messy-APP-013320,review-clean4-messy-CAND-00472,2026-08-23,,Postponed,,True
review-clean4-messy-ONB-000319,review-clean4-messy-OFF-000914,review-clean4-messy-APP-013380,review-clean4-messy-CAND-02002,2026-10-09,10/09/2026,Postponed,,True
review-clean4-messy-ONB-000320,review-clean4-messy-OFF-000915,review-clean4-messy-APP-013427,review-clean4-messy-CAND-02176,2026-10-10,2026-10-11,Rejected,,True
review-clean4-messy-ONB-000321,review-clean4-messy-OFF-000921,review-clean4-messy-APP-013563,review-clean4-messy-CAND-03575,2026-09-19,2026-09-22,No hire,Found other offer,False
review-clean4-messy-ONB-000322,review-clean4-messy-OFF-000925,review-clean4-messy-APP-013597,review-clean4-messy-CAND-04996,09/12/2026,2026-09-12,Joined,Personal reasons,YES
review-clean4-messy-ONB-000323,review-clean4-messy-OFF-000926,review-clean4-messy-APP-013598,review-clean4-messy-CAND-02920,08/31/2026,,Joined,,No
review-clean4-messy-ONB-000324,review-clean4-messy-OFF-000928,review-clean4-messy-APP-013607,review-clean4-messy-CAND-00055,2026-09-28,2026-09-30,Cancelled,Personal reasons,False
review-clean4-messy-ONB-000325,review-clean4-messy-OFF-000929,review-clean4-messy-APP-013615,review-clean4-messy-CAND-00553,2026-09-12,,Joined,Found other offer,false
review-clean4-messy-ONB-000326,review-clean4-messy-OFF-000931,review-clean4-messy-APP-013631,review-clean4-messy-CAND-00263,2026-09-15,2026-09-17,No Show,,false
review-clean4-messy-ONB-000327,review-clean4-messy-OFF-000934,review-clean4-messy-APP-013660,review-clean4-messy-CAND-00391,2026-10-16,,Done,Found other offer,False
review-clean4-messy-ONB-000328,review-clean4-messy-OFF-000935,review-clean4-messy-APP-013667,review-clean4-messy-CAND-02250,2026-10-02,,Joined,,False
review-clean4-messy-ONB-000329,review-clean4-messy-OFF-000938,review-clean4-messy-APP-013705,review-clean4-messy-CAND-01926,2026-08-06,,Joined,Personal reasons,True
review-clean4-messy-ONB-000330,review-clean4-messy-OFF-000942,review-clean4-messy-APP-013811,review-clean4-messy-CAND-00022,08/20/2026,2026-08-20,No Show,,False
