stage_event_id,application_id,stage_name,entered_at,exited_at,stage_outcome,dropoff_flag,dropoff_reason
review-clean4-messy-EVT-0020616,review-clean4-messy-APP-005142,Recruiter Screen,2026-06-03T03:00:00,06/10T03:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020617,review-clean4-messy-APP-005142,Hiring Manager Review,06/10T06:00:00/2026,2026-06-17T06:00:00,Passed,False,
review-clean4-messy-EVT-0020618,review-clean4-messy-APP-005142,technical interview,2026-06-18T17:00:00,2026-06-21T17:00:00,Passed,False,
review-clean4-messy-EVT-0020619,review-clean4-messy-APP-005142,Final Interview,2026-06-23T06:00:00,2026-06-28T06:00:00,Passed,False,
review-clean4-messy-EVT-0020620,review-clean4-messy-APP-005142,Offer,2026-06-29T05:00:00,2026-07-06T05:00:00,Passed,False,
review-clean4-messy-EVT-0020621,review-clean4-messy-APP-005142,Offer Accepted,2026-07-07T11:00:00,2026-07-14T11:00:00,Passed,False,
review-clean4-messy-EVT-0020622,review-clean4-messy-APP-005142,Joined,2026-07-14T17:00:00,,Passed,False,
review-clean4-messy-EVT-0020623,review-clean4-messy-APP-005143,Applied,06/13T00:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0020624,review-clean4-messy-APP-005143,Screening,06/17T10:00:00/2026,2026-06-20T10:00:00,Passed,False,
review-clean4-messy-EVT-0020625,review-clean4-messy-APP-005143,Recruiter Screen,2026-06-21T10:00:00,06/26T10:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020626,review-clean4-messy-APP-005143,Hiring Manager Review,06/27T14:00:00/2026,2026-07-04T14:00:00,Passed,False,
review-clean4-messy-EVT-0020627,review-clean4-messy-APP-005143,Technical Interview,2026-07-06T13:00:00,07/07T13:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020628,review-clean4-messy-APP-005144,Applied,06/04T00:00:00/2026,2026-06-08T00:00:00,Passed,False,
review-clean4-messy-EVT-0020629,review-clean4-messy-APP-005144,Screening,2026-06-09T15:00:00,06/11T15:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020630,review-clean4-messy-APP-005144,Recruiter Screen,2026-06-12T10:00:00,2026-06-15T10:00:00,Passed,False,
review-clean4-messy-EVT-0020631,review-clean4-messy-APP-005144,Hiring Manager Review,2026-06-15T22:00:00,2026-06-18T22:00:00,Passed,False,
review-clean4-messy-EVT-0020632,review-clean4-messy-APP-005145,Applied,08/16T00:00:00/2026,2026-08-22T00:00:00,Passed,False,
review-clean4-messy-EVT-0020633,review-clean4-messy-APP-005145,Screening,08/23T21:00:00/2026,2026-08-25T21:00:00,Passed,False,
review-clean4-messy-EVT-0020634,review-clean4-messy-APP-005145,recruiter screen,08/26T19:00:00/2026,2026-08-31T19:00:00,Passed,False,
review-clean4-messy-EVT-0020635,review-clean4-messy-APP-005145,Hiring Manager Review,2026-09-01T12:00:00,09/03T12:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020636,review-clean4-messy-APP-005145,Technical Interview,2026-09-04T17:00:00,2026-09-10T17:00:00,Passed,False,
review-clean4-messy-EVT-0020637,review-clean4-messy-APP-005145,Final Interview,2026-09-11T07:00:00,09/18T07:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020638,review-clean4-messy-APP-005145,Offer,2026-09-18T19:00:00,2026-09-21T19:00:00,Withdrew,True,Withdrew
review-clean4-messy-EVT-0020639,review-clean4-messy-APP-005146,Applied,07/22T00:00:00/2026,2026-07-24T00:00:00,Passed,False,
review-clean4-messy-EVT-0020640,review-clean4-messy-APP-005146,Screening,2026-07-25T14:00:00,2026-07-31T14:00:00,Passed,False,
review-clean4-messy-EVT-0020641,review-clean4-messy-APP-005146,Recruiter Screen,08/01T21:00:00/2026,2026-08-05T21:00:00,Passed,False,
review-clean4-messy-EVT-0020642,review-clean4-messy-APP-005146,Hiring Manager Review,2026-08-06T05:00:00,2026-08-12T05:00:00,Passed,False,
review-clean4-messy-EVT-0020643,review-clean4-messy-APP-005146,Technical Interview,2026-08-12T14:00:00,2026-08-17T14:00:00,Passed,False,
review-clean4-messy-EVT-0020644,review-clean4-messy-APP-005146,Final Interview,2026-08-17T22:00:00,2026-08-20T22:00:00,Failed,True,Tech Mismatch
review-clean4-messy-EVT-0020645,review-clean4-messy-APP-005147, Applied ,2026-05-30T00:00:00,2026-06-04T00:00:00,Passed,False,
review-clean4-messy-EVT-0020646,review-clean4-messy-APP-005147,Screening,2026-06-05T13:00:00,2026-06-08T13:00:00,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0020647,review-clean4-messy-APP-005148,Applied,06/18T00:00:00/2026,2026-06-23T00:00:00,Passed,False,
review-clean4-messy-EVT-0020648,review-clean4-messy-APP-005148,Screening,2026-06-23T05:00:00,2026-06-25T05:00:00,Passed,False,
review-clean4-messy-EVT-0020649,review-clean4-messy-APP-005148,Recruiter Screen,2026-06-26T08:00:00,2026-07-02T08:00:00,Passed,False,
review-clean4-messy-EVT-0020650,review-clean4-messy-APP-005148,Hiring Manager Review,07/03T06:00:00/2026,2026-07-05T06:00:00,Failed,True,Salary
review-clean4-messy-EVT-0020651,review-clean4-messy-APP-005149,Applied,06/26T00:00:00/2026,2026-06-28T00:00:00,Passed,False,
review-clean4-messy-EVT-0020652,review-clean4-messy-APP-005149,Screening,2026-06-28T20:00:00,,Passed,False,
review-clean4-messy-EVT-0020653,review-clean4-messy-APP-005149,Recruiter Screen,07/04T19:00:00/2026,2026-07-10T19:00:00,Passed,False,
review-clean4-messy-EVT-0020654,review-clean4-messy-APP-005149,Hiring Manager Review,2026-07-12T09:00:00,2026-07-19T09:00:00,Passed,False,
review-clean4-messy-EVT-0020655,review-clean4-messy-APP-005149,Technical Interview,2026-07-19T21:00:00,2026-07-26T21:00:00,Passed,False,
review-clean4-messy-EVT-0020656,review-clean4-messy-APP-005149,Final Interview,2026-07-27T23:00:00,,Withdrew,True,No Response
review-clean4-messy-EVT-0020657,review-clean4-messy-APP-005150,Applied,2026-05-26T00:00:00,2026-05-29T00:00:00,Failed,True,Tech Mismatch
review-clean4-messy-EVT-0020658,review-clean4-messy-APP-005151,applied,2026-06-24T00:00:00,2026-06-28T00:00:00,Passed,False,
review-clean4-messy-EVT-0020659,review-clean4-messy-APP-005152,Applied,07/05T00:00:00/2026,07/08T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020660,review-clean4-messy-APP-005152,Screening,2026-07-09T03:00:00,2026-07-11T03:00:00,Failed,True,Salary
review-clean4-messy-EVT-0020661,review-clean4-messy-APP-005153,Applied,2026-08-17T00:00:00,2026-08-19T00:00:00,Passed,False,
review-clean4-messy-EVT-0020662,review-clean4-messy-APP-005153,Screening,2026-08-20T13:00:00,2026-08-25T13:00:00,Passed,False,
review-clean4-messy-EVT-0020663,review-clean4-messy-APP-005153,Recruiter Screen,08/26T17:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0020664,review-clean4-messy-APP-005153,Hiring Manager Review,2026-09-02T20:00:00,2026-09-04T20:00:00,Passed,False,
review-clean4-messy-EVT-0020665,review-clean4-messy-APP-005153,Technical Interview,2026-09-05T19:00:00,,Withdrew,True,No Response
review-clean4-messy-EVT-0020666,review-clean4-messy-APP-005154,Applied,2026-06-27T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020667,review-clean4-messy-APP-005154,Screening,07/05T14:00:00/2026,2026-07-12T14:00:00,Passed,False,
review-clean4-messy-EVT-0020668,review-clean4-messy-APP-005154,Recruiter Screen,2026-07-14T05:00:00,2026-07-16T05:00:00,Failed,True,Salary
review-clean4-messy-EVT-0020669,review-clean4-messy-APP-005155,applied,2026-08-15T00:00:00,2026-08-18T00:00:00,Passed,False,
review-clean4-messy-EVT-0020670,review-clean4-messy-APP-005155,Screening,08/19T14:00:00/2026,2026-08-23T14:00:00,Passed,False,
review-clean4-messy-EVT-0020671,review-clean4-messy-APP-005156,Applied,07/23T00:00:00/2026,2026-07-27T00:00:00,Passed,False,
review-clean4-messy-EVT-0020672,review-clean4-messy-APP-005156,Screening,07/27T01:00:00/2026,2026-08-01T01:00:00,Passed,False,
review-clean4-messy-EVT-0020673,review-clean4-messy-APP-005156,Recruiter Screen,08/01T21:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0020674,review-clean4-messy-APP-005156, Hiring Manager Review ,2026-08-05T13:00:00,2026-08-08T13:00:00,Withdrew,True,Salary
review-clean4-messy-EVT-0020675,review-clean4-messy-APP-005157,Applied,2026-08-13T00:00:00,2026-08-18T00:00:00,Passed,False,
review-clean4-messy-EVT-0020676,review-clean4-messy-APP-005157,Screening,08/19T05:00:00/2026,2026-08-22T05:00:00,Passed,False,
review-clean4-messy-EVT-0020677,review-clean4-messy-APP-005157,Recruiter Screen,08/22T13:00:00/2026,08/28T13:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020678,review-clean4-messy-APP-005157,Hiring Manager Review,2026-08-29T20:00:00,2026-09-04T20:00:00,Passed,False,
review-clean4-messy-EVT-0020679,review-clean4-messy-APP-005157,Technical Interview,2026-09-06T07:00:00,2026-09-11T07:00:00,Passed,False,
review-clean4-messy-EVT-0020680,review-clean4-messy-APP-005157,Final Interview,09/12T18:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0020681,review-clean4-messy-APP-005157,Offer,2026-09-14T23:00:00,2026-09-16T23:00:00,Passed,False,
review-clean4-messy-EVT-0020682,review-clean4-messy-APP-005158,Applied,2026-07-02T00:00:00,2026-07-08T00:00:00,Passed,False,
review-clean4-messy-EVT-0020683,review-clean4-messy-APP-005158,Screening,07/09T19:00:00/2026,2026-07-13T19:00:00,Passed,False,
review-clean4-messy-EVT-0020684,review-clean4-messy-APP-005158,Recruiter Screen,2026-07-15T12:00:00,07/21T12:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020685,review-clean4-messy-APP-005158,Hiring Manager Review,2026-07-23T08:00:00,2026-07-26T08:00:00,Passed,False,
review-clean4-messy-EVT-0020686,review-clean4-messy-APP-005158,Technical Interview,2026-07-26T13:00:00,,Passed,False,
review-clean4-messy-EVT-0020687,review-clean4-messy-APP-005158,final interview,2026-07-29T17:00:00,2026-07-30T17:00:00,Passed,False,
review-clean4-messy-EVT-0020688,review-clean4-messy-APP-005159,Applied,2026-05-28T00:00:00,06/01T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020689,review-clean4-messy-APP-005159,Screening,2026-06-01T02:00:00,06/07T02:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020690,review-clean4-messy-APP-005159,Recruiter Screen,06/08T21:00:00/2026,2026-06-09T21:00:00,Failed,True,No Response
review-clean4-messy-EVT-0020691,review-clean4-messy-APP-005160,Applied,2026-07-18T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020692,review-clean4-messy-APP-005160,Screening,2026-07-26T02:00:00,2026-07-27T02:00:00,Failed,True,Withdrew
review-clean4-messy-EVT-0020693,review-clean4-messy-APP-005161,applied,2026-06-18T00:00:00,06/25T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020694,review-clean4-messy-APP-005161,Screening,2026-06-26T11:00:00,,Passed,False,
review-clean4-messy-EVT-0020695,review-clean4-messy-APP-005161,Recruiter Screen,2026-07-01T20:00:00,07/05T20:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020696,review-clean4-messy-APP-005161,Hiring Manager Review,2026-07-07T10:00:00,2026-07-11T10:00:00,Passed,False,
review-clean4-messy-EVT-0020697,review-clean4-messy-APP-005161,Technical Interview,07/12T19:00:00/2026,2026-07-14T19:00:00,Passed,False,
review-clean4-messy-EVT-0020698,review-clean4-messy-APP-005161,Final Interview,2026-07-15T23:00:00,2026-07-17T23:00:00,Failed,True,Salary
review-clean4-messy-EVT-0020699,review-clean4-messy-APP-005162,Applied,06/24T00:00:00/2026,2026-07-01T00:00:00,Passed,False,
review-clean4-messy-EVT-0020700,review-clean4-messy-APP-005162,Screening,2026-07-01T14:00:00,2026-07-04T14:00:00,Passed,False,
review-clean4-messy-EVT-0020701,review-clean4-messy-APP-005163,Applied,2026-08-08T00:00:00,2026-08-14T00:00:00,Passed,False,
review-clean4-messy-EVT-0020702,review-clean4-messy-APP-005163,screening,08/14T13:00:00/2026,2026-08-15T13:00:00,Failed,True,Salary
review-clean4-messy-EVT-0020703,review-clean4-messy-APP-005164,Applied,2026-07-09T00:00:00,2026-07-11T00:00:00,Passed,False,
review-clean4-messy-EVT-0020704,review-clean4-messy-APP-005164,Screening,2026-07-11T13:00:00,,Passed,False,
review-clean4-messy-EVT-0020705,review-clean4-messy-APP-005164,Recruiter Screen,2026-07-16T09:00:00,,Passed,False,
review-clean4-messy-EVT-0020706,review-clean4-messy-APP-005164,Hiring Manager Review,2026-07-22T16:00:00,2026-07-25T16:00:00,Failed,True,No Response
review-clean4-messy-EVT-0020707,review-clean4-messy-APP-005165,Applied,2026-07-13T00:00:00,2026-07-17T00:00:00,Passed,False,
review-clean4-messy-EVT-0020708,review-clean4-messy-APP-005165,Screening,2026-07-18T22:00:00,2026-07-20T22:00:00,Withdrew,True,Withdrew
review-clean4-messy-EVT-0020709,review-clean4-messy-APP-005166,Applied,07/06T00:00:00/2026,07/13T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020710,review-clean4-messy-APP-005166,Screening,2026-07-13T14:00:00,2026-07-18T14:00:00,Passed,False,
review-clean4-messy-EVT-0020711,review-clean4-messy-APP-005166,Recruiter Screen,2026-07-19T16:00:00,2026-07-21T16:00:00,Passed,False,
review-clean4-messy-EVT-0020712,review-clean4-messy-APP-005166, Hiring Manager Review ,2026-07-23T11:00:00,2026-07-25T11:00:00,Passed,False,
review-clean4-messy-EVT-0020713,review-clean4-messy-APP-005166,Tech Interview,2026-07-26T14:00:00,07/27T14:00:00/2026,Failed,True,Salary
review-clean4-messy-EVT-0020714,review-clean4-messy-APP-005167,Applied,2026-05-24T00:00:00,2026-05-28T00:00:00,Passed,False,
review-clean4-messy-EVT-0020715,review-clean4-messy-APP-005167,Screening,05/28T23:00:00/2026,2026-06-02T23:00:00,Passed,False,
review-clean4-messy-EVT-0020716,review-clean4-messy-APP-005167,Recruiter Screen,2026-06-03T11:00:00,2026-06-07T11:00:00,Passed,False,
review-clean4-messy-EVT-0020717,review-clean4-messy-APP-005168,Applied,08/13T00:00:00/2026,2026-08-15T00:00:00,Passed,False,
review-clean4-messy-EVT-0020718,review-clean4-messy-APP-005168,Screening,08/16T02:00:00/2026,08/18T02:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020719,review-clean4-messy-APP-005169,Applied,2026-08-11T00:00:00,2026-08-15T00:00:00,Passed,False,
review-clean4-messy-EVT-0020720,review-clean4-messy-APP-005169, Screening ,2026-08-16T12:00:00,2026-08-21T12:00:00,Passed,False,
review-clean4-messy-EVT-0020721,review-clean4-messy-APP-005169, Recruiter Screen ,08/23T05:00:00/2026,2026-08-30T05:00:00,Passed,False,
review-clean4-messy-EVT-0020722,review-clean4-messy-APP-005169,Hiring Manager Review,2026-09-01T02:00:00,2026-09-04T02:00:00,Passed,False,
review-clean4-messy-EVT-0020723,review-clean4-messy-APP-005169,Technical Interview,09/05T01:00:00/2026,2026-09-10T01:00:00,Passed,False,
review-clean4-messy-EVT-0020724,review-clean4-messy-APP-005169,Final Interview,2026-09-10T03:00:00,09/11T03:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020725,review-clean4-messy-APP-005170,Applied,07/06T00:00:00/2026,2026-07-08T00:00:00,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0020726,review-clean4-messy-APP-005171, Applied ,2026-05-27T00:00:00,2026-05-31T00:00:00,Passed,False,
review-clean4-messy-EVT-0020727,review-clean4-messy-APP-005171,Screening,2026-05-31T07:00:00,2026-06-06T07:00:00,Passed,False,
review-clean4-messy-EVT-0020728,review-clean4-messy-APP-005171,Recruiter Screen,2026-06-07T12:00:00,06/13T12:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020729,review-clean4-messy-APP-005171,Hiring Manager Review,2026-06-14T16:00:00,,Passed,False,
review-clean4-messy-EVT-0020730,review-clean4-messy-APP-005171,Technical Interview,06/18T10:00:00/2026,2026-06-25T10:00:00,Passed,False,
review-clean4-messy-EVT-0020731,review-clean4-messy-APP-005171,Final Interview,2026-06-26T04:00:00,2026-07-02T04:00:00,Passed,False,
review-clean4-messy-EVT-0020732,review-clean4-messy-APP-005171,Offer,2026-07-03T09:00:00,2026-07-04T09:00:00,Failed,True,Withdrew
review-clean4-messy-EVT-0020733,review-clean4-messy-APP-005172,Applied,2026-06-24T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020734,review-clean4-messy-APP-005172,Screening,2026-06-29T01:00:00,2026-07-01T01:00:00,Passed,False,
review-clean4-messy-EVT-0020735,review-clean4-messy-APP-005172,Recruiter Screen,07/01T05:00:00/2026,2026-07-05T05:00:00,Passed,False,
review-clean4-messy-EVT-0020736,review-clean4-messy-APP-005172,Hiring Manager Review,2026-07-06T10:00:00,2026-07-10T10:00:00,Passed,False,
review-clean4-messy-EVT-0020737,review-clean4-messy-APP-005172, Technical Interview ,2026-07-11T18:00:00,2026-07-15T18:00:00,Passed,False,
review-clean4-messy-EVT-0020738,review-clean4-messy-APP-005172,Final Interview,2026-07-16T07:00:00,2026-07-19T07:00:00,Passed,False,
review-clean4-messy-EVT-0020739,review-clean4-messy-APP-005173,Applied,2026-06-22T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020740,review-clean4-messy-APP-005173,Screening,2026-06-25T19:00:00,2026-06-27T19:00:00,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0020741,review-clean4-messy-APP-005174,Applied,2026-06-08T00:00:00,2026-06-10T00:00:00,Passed,False,
review-clean4-messy-EVT-0020742,review-clean4-messy-APP-005175,Applied,2026-06-20T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020743,review-clean4-messy-APP-005175,Screening,06/24T05:00:00/2026,2026-06-29T05:00:00,Passed,False,
review-clean4-messy-EVT-0020744,review-clean4-messy-APP-005175,recruiter screen,2026-07-01T00:00:00,2026-07-03T00:00:00,Passed,False,
review-clean4-messy-EVT-0020745,review-clean4-messy-APP-005176,Applied,2026-07-09T00:00:00,07/13T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020746,review-clean4-messy-APP-005176,Screening,2026-07-14T09:00:00,2026-07-21T09:00:00,Passed,False,
review-clean4-messy-EVT-0020747,review-clean4-messy-APP-005176,Recruiter Screen,2026-07-22T09:00:00,2026-07-26T09:00:00,Passed,False,
review-clean4-messy-EVT-0020748,review-clean4-messy-APP-005176,Hiring Manager Review,2026-07-26T16:00:00,2026-07-29T16:00:00,Failed,True,Salary
review-clean4-messy-EVT-0020749,review-clean4-messy-APP-005177,applied,2026-06-06T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020750,review-clean4-messy-APP-005177,Screening,2026-06-12T18:00:00,2026-06-18T18:00:00,Passed,False,
review-clean4-messy-EVT-0020751,review-clean4-messy-APP-005177,Recruiter Screen,06/20T15:00:00/2026,2026-06-21T15:00:00,Failed,True,Salary
review-clean4-messy-EVT-0020752,review-clean4-messy-APP-005178,Applied,05/22T00:00:00/2026,2026-05-27T00:00:00,Passed,False,
review-clean4-messy-EVT-0020753,review-clean4-messy-APP-005178,Screening,2026-05-27T19:00:00,2026-06-03T19:00:00,Passed,False,
review-clean4-messy-EVT-0020754,review-clean4-messy-APP-005178,Recruiter Screen,06/05T18:00:00/2026,2026-06-10T18:00:00,Passed,False,
review-clean4-messy-EVT-0020755,review-clean4-messy-APP-005179,Applied,2026-05-30T00:00:00,06/04T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020756,review-clean4-messy-APP-005179,Screening,2026-06-05T15:00:00,2026-06-07T15:00:00,Passed,False,
review-clean4-messy-EVT-0020757,review-clean4-messy-APP-005179,Recruiter Screen,06/09T06:00:00/2026,2026-06-12T06:00:00,Passed,False,
review-clean4-messy-EVT-0020758,review-clean4-messy-APP-005179,hiring manager review,2026-06-14T00:00:00,2026-06-19T00:00:00,Passed,False,
review-clean4-messy-EVT-0020759,review-clean4-messy-APP-005179,Technical Interview,2026-06-20T19:00:00,06/24T19:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020760,review-clean4-messy-APP-005180,Applied,2026-06-04T00:00:00,06/07T00:00:00/2026,Failed,True,Tech Mismatch
review-clean4-messy-EVT-0020761,review-clean4-messy-APP-005181,Applied,2026-08-01T00:00:00,2026-08-07T00:00:00,Passed,False,
review-clean4-messy-EVT-0020762,review-clean4-messy-APP-005181,Screening,2026-08-08T05:00:00,08/09T05:00:00/2026,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0020763,review-clean4-messy-APP-005182,Applied,2026-07-29T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020764,review-clean4-messy-APP-005182,Screening,2026-08-04T05:00:00,2026-08-09T05:00:00,Passed,False,
review-clean4-messy-EVT-0020765,review-clean4-messy-APP-005182,Recruiter Screen,2026-08-09T13:00:00,,Passed,False,
review-clean4-messy-EVT-0020766,review-clean4-messy-APP-005182, Hiring Manager Review ,2026-08-12T20:00:00,2026-08-17T20:00:00,Passed,False,
review-clean4-messy-EVT-0020767,review-clean4-messy-APP-005182,Technical Interview,2026-08-19T05:00:00,,Passed,False,
review-clean4-messy-EVT-0020768,review-clean4-messy-APP-005182,Final Interview,2026-08-26T22:00:00,09/01T22:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020769,review-clean4-messy-APP-005182,Offer,2026-09-02T05:00:00,,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0020770,review-clean4-messy-APP-005183,applied,07/14T00:00:00/2026,2026-07-20T00:00:00,Passed,False,
review-clean4-messy-EVT-0020771,review-clean4-messy-APP-005183,Screening,2026-07-21T00:00:00,2026-07-25T00:00:00,Passed,False,
review-clean4-messy-EVT-0020772,review-clean4-messy-APP-005183,Recruiter Screen,2026-07-26T04:00:00,2026-07-31T04:00:00,Passed,False,
review-clean4-messy-EVT-0020773,review-clean4-messy-APP-005183,Hiring Manager Review,2026-08-01T02:00:00,2026-08-06T02:00:00,Passed,False,
review-clean4-messy-EVT-0020774,review-clean4-messy-APP-005183,Tech Interview,2026-08-06T13:00:00,08/10T13:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020775,review-clean4-messy-APP-005184,Applied,2026-06-16T00:00:00,2026-06-17T00:00:00,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0020776,review-clean4-messy-APP-005185,Applied,2026-05-26T00:00:00,2026-05-29T00:00:00,Passed,False,
review-clean4-messy-EVT-0020777,review-clean4-messy-APP-005185,Screening,2026-05-29T16:00:00,,Passed,False,
review-clean4-messy-EVT-0020778,review-clean4-messy-APP-005185,Recruiter Screen,2026-06-06T04:00:00,2026-06-10T04:00:00,Passed,False,
review-clean4-messy-EVT-0020779,review-clean4-messy-APP-005185,Hiring Manager Review,06/10T12:00:00/2026,2026-06-13T12:00:00,Passed,False,
review-clean4-messy-EVT-0020780,review-clean4-messy-APP-005185,Technical Interview,2026-06-14T09:00:00,2026-06-18T09:00:00,Passed,False,
review-clean4-messy-EVT-0020781,review-clean4-messy-APP-005185,Final Interview,2026-06-19T22:00:00,2026-06-24T22:00:00,Passed,False,
review-clean4-messy-EVT-0020782,review-clean4-messy-APP-005185,Offer,06/24T23:00:00/2026,2026-06-27T23:00:00,Withdrew,True,Salary
review-clean4-messy-EVT-0020783,review-clean4-messy-APP-005186,Applied,2026-05-23T00:00:00,2026-05-29T00:00:00,Passed,False,
review-clean4-messy-EVT-0020784,review-clean4-messy-APP-005186, Screening ,05/30T00:00:00/2026,2026-06-06T00:00:00,Passed,False,
review-clean4-messy-EVT-0020785,review-clean4-messy-APP-005186,Recruiter Screen,2026-06-06T13:00:00,2026-06-11T13:00:00,Passed,False,
review-clean4-messy-EVT-0020786,review-clean4-messy-APP-005186,Hiring Manager Review,2026-06-12T23:00:00,2026-06-14T23:00:00,Passed,False,
review-clean4-messy-EVT-0020787,review-clean4-messy-APP-005186,Technical Interview,2026-06-16T12:00:00,2026-06-18T12:00:00,Passed,False,
review-clean4-messy-EVT-0020788,review-clean4-messy-APP-005186,Final Interview,2026-06-20T02:00:00,2026-06-26T02:00:00,Passed,False,
review-clean4-messy-EVT-0020789,review-clean4-messy-APP-005186,Offer,06/27T10:00:00/2026,2026-07-02T10:00:00,Passed,False,
review-clean4-messy-EVT-0020790,review-clean4-messy-APP-005186,Offer Accepted,2026-07-03T14:00:00,2026-07-08T14:00:00,Passed,False,
review-clean4-messy-EVT-0020791,review-clean4-messy-APP-005187,Applied,07/09T00:00:00/2026,2026-07-15T00:00:00,Passed,False,
review-clean4-messy-EVT-0020792,review-clean4-messy-APP-005187, Screening ,2026-07-16T22:00:00,07/23T22:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020793,review-clean4-messy-APP-005187,Recruiter Screen,2026-07-24T15:00:00,2026-07-29T15:00:00,Passed,False,
review-clean4-messy-EVT-0020794,review-clean4-messy-APP-005187,Hiring Manager Review,2026-07-29T21:00:00,2026-07-30T21:00:00,Passed,False,
review-clean4-messy-EVT-0020795,review-clean4-messy-APP-005188,Applied,2026-06-11T00:00:00,2026-06-16T00:00:00,Passed,False,
review-clean4-messy-EVT-0020796,review-clean4-messy-APP-005188,Screening,06/16T04:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0020797,review-clean4-messy-APP-005188, Recruiter Screen ,2026-06-19T19:00:00,06/21T19:00:00/2026,Passed,False,
review-clean4-messy-EVT-0020798,review-clean4-messy-APP-005188,Hiring Manager Review,2026-06-22T01:00:00,2026-06-25T01:00:00,Passed,False,
review-clean4-messy-EVT-0020799,review-clean4-messy-APP-005189,Applied,2026-07-21T00:00:00,2026-07-26T00:00:00,Passed,False,
review-clean4-messy-EVT-0020800,review-clean4-messy-APP-005189,Screening,2026-07-27T07:00:00,2026-07-31T07:00:00,Passed,False,
review-clean4-messy-EVT-0020801,review-clean4-messy-APP-005189,Recruiter Screen,2026-08-01T02:00:00,2026-08-06T02:00:00,Passed,False,
review-clean4-messy-EVT-0020802,review-clean4-messy-APP-005189,hiring manager review,2026-08-06T14:00:00,2026-08-12T14:00:00,Passed,False,
review-clean4-messy-EVT-0020803,review-clean4-messy-APP-005189,technical interview,2026-08-13T10:00:00,2026-08-15T10:00:00,Passed,False,
review-clean4-messy-EVT-0020804,review-clean4-messy-APP-005189,Final Interview,2026-08-16T12:00:00,2026-08-18T12:00:00,Passed,False,
review-clean4-messy-EVT-0020805,review-clean4-messy-APP-005190,Applied,2026-07-10T00:00:00,,Passed,False,
review-clean4-messy-EVT-0020806,review-clean4-messy-APP-005190,Screening,2026-07-18T09:00:00,2026-07-19T09:00:00,Withdrew,True,No Response
review-clean4-messy-EVT-0020807,review-clean4-messy-APP-005191,Applied,2026-06-26T00:00:00,2026-06-30T00:00:00,Passed,False,
review-clean4-messy-EVT-0020808,review-clean4-messy-APP-005191,Screening,2026-07-01T20:00:00,2026-07-06T20:00:00,Passed,False,
review-clean4-messy-EVT-0020809,review-clean4-messy-APP-005191,Recruiter Screen,2026-07-07T08:00:00,2026-07-13T08:00:00,Passed,False,
review-clean4-messy-EVT-0020810,review-clean4-messy-APP-005191, Hiring Manager Review ,2026-07-14T19:00:00,07/16T19:00:00/2026,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0020811,review-clean4-messy-APP-005192,Applied,05/23T00:00:00/2026,2026-05-27T00:00:00,Passed,False,
review-clean4-messy-EVT-0020812,review-clean4-messy-APP-005192,Screening,2026-05-28T13:00:00,2026-06-04T13:00:00,Passed,False,
review-clean4-messy-EVT-0020813,review-clean4-messy-APP-005192,Recruiter Screen,06/06T03:00:00/2026,06/13T03:00:00/2026,Passed,False,
