stage_event_id,application_id,stage_name,entered_at,exited_at,stage_outcome,dropoff_flag,dropoff_reason
EVT-004973,APP-1173,Recruiter Screen,2026-08-27T02:00:00,2026-08-31T02:00:00,Passed,False,
EVT-004974,APP-1173,Hiring Manager Review,2026-09-02T00:00:00,2026-09-04T00:00:00,Passed,False,
EVT-004975,APP-1173,Technical Interview,2026-09-04T07:00:00,2026-09-07T07:00:00,Passed,False,
EVT-004976,APP-1173,Final Interview,2026-09-07T09:00:00,2026-09-11T09:00:00,Passed,False,
EVT-004977,APP-1173,Offer,2026-09-12T22:00:00,2026-09-15T22:00:00,Passed,False,
EVT-004978,APP-1174,Applied,2026-08-04T00:00:00,2026-08-11T00:00:00,Passed,False,
EVT-004979,APP-1174,Screening,2026-08-11T11:00:00,2026-08-15T11:00:00,Passed,False,
EVT-004980,APP-1174,Recruiter Screen,2026-08-17T04:00:00,2026-08-18T04:00:00,Passed,False,
EVT-004981,APP-1175,Applied,2026-07-03T00:00:00,2026-07-05T00:00:00,Passed,False,
EVT-004982,APP-1175,Screening,2026-07-06T02:00:00,2026-07-12T02:00:00,Passed,False,
EVT-004983,APP-1175,Recruiter Screen,2026-07-13T06:00:00,2026-07-19T06:00:00,Passed,False,
EVT-004984,APP-1175,Hiring Manager Review,2026-07-20T15:00:00,2026-07-25T15:00:00,Passed,False,
EVT-004985,APP-1175,Technical Interview,2026-07-27T03:00:00,2026-07-28T03:00:00,Failed,True,Salary
EVT-004986,APP-1176,Applied,2026-08-01T00:00:00,2026-08-04T00:00:00,Passed,False,
EVT-004987,APP-1176,Screening,2026-08-05T21:00:00,2026-08-08T21:00:00,Passed,False,
EVT-004988,APP-1176,Recruiter Screen,2026-08-10T08:00:00,2026-08-17T08:00:00,Passed,False,
EVT-004989,APP-1176,Hiring Manager Review,2026-08-18T07:00:00,2026-08-22T07:00:00,Passed,False,
EVT-004990,APP-1176,Technical Interview,2026-08-22T10:00:00,2026-08-24T10:00:00,Passed,False,
EVT-004991,APP-1177,Applied,2026-08-14T00:00:00,2026-08-19T00:00:00,Passed,False,
EVT-004992,APP-1177,Screening,2026-08-20T01:00:00,2026-08-26T01:00:00,Passed,False,
EVT-004993,APP-1177,Recruiter Screen,2026-08-27T20:00:00,2026-08-31T20:00:00,Passed,False,
EVT-004994,APP-1177,Hiring Manager Review,2026-09-01T17:00:00,2026-09-08T17:00:00,Passed,False,
EVT-004995,APP-1177,Technical Interview,2026-09-08T21:00:00,2026-09-10T21:00:00,Passed,False,
EVT-004996,APP-1177,Final Interview,2026-09-11T18:00:00,2026-09-14T18:00:00,Failed,True,Salary
EVT-004997,APP-1178,Applied,2026-06-10T00:00:00,2026-06-16T00:00:00,Passed,False,
EVT-004998,APP-1178,Screening,2026-06-16T17:00:00,2026-06-22T17:00:00,Passed,False,
EVT-004999,APP-1178,Recruiter Screen,2026-06-23T01:00:00,2026-06-24T01:00:00,Failed,True,No Response
EVT-005000,APP-1179,Applied,2026-06-07T00:00:00,2026-06-14T00:00:00,Passed,False,
EVT-005001,APP-1179,Screening,2026-06-16T00:00:00,2026-06-22T00:00:00,Passed,False,
EVT-005002,APP-1179,Recruiter Screen,2026-06-23T11:00:00,2026-06-27T11:00:00,Passed,False,
EVT-005003,APP-1180,Applied,2026-06-21T00:00:00,2026-06-22T00:00:00,Withdrew,True,Withdrew
EVT-005004,APP-1181,Applied,2026-07-05T00:00:00,2026-07-09T00:00:00,Passed,False,
EVT-005005,APP-1181,Screening,2026-07-10T16:00:00,2026-07-15T16:00:00,Passed,False,
EVT-005006,APP-1181,Recruiter Screen,2026-07-17T12:00:00,2026-07-19T12:00:00,Passed,False,
EVT-005007,APP-1181,Hiring Manager Review,2026-07-20T19:00:00,2026-07-23T19:00:00,Passed,False,
EVT-005008,APP-1181,Technical Interview,2026-07-25T09:00:00,2026-07-29T09:00:00,Passed,False,
EVT-005009,APP-1182,Applied,2026-06-12T00:00:00,2026-06-16T00:00:00,Passed,False,
EVT-005010,APP-1182,Screening,2026-06-16T16:00:00,2026-06-19T16:00:00,Passed,False,
EVT-005011,APP-1182,Recruiter Screen,2026-06-20T10:00:00,2026-06-24T10:00:00,Passed,False,
EVT-005012,APP-1182,Hiring Manager Review,2026-06-25T01:00:00,2026-06-28T01:00:00,Passed,False,
EVT-005013,APP-1183,Applied,2026-07-04T00:00:00,2026-07-06T00:00:00,Failed,True,No Response
EVT-005014,APP-1184,Applied,2026-06-25T00:00:00,2026-06-28T00:00:00,Passed,False,
EVT-005015,APP-1184,Screening,2026-06-28T14:00:00,2026-06-30T14:00:00,Passed,False,
EVT-005016,APP-1184,Recruiter Screen,2026-06-30T18:00:00,2026-07-07T18:00:00,Passed,False,
EVT-005017,APP-1184,Hiring Manager Review,2026-07-08T06:00:00,2026-07-09T06:00:00,Withdrew,True,Withdrew
EVT-005018,APP-1185,Applied,2026-06-22T00:00:00,2026-06-29T00:00:00,Passed,False,
EVT-005019,APP-1185,Screening,2026-06-30T00:00:00,2026-07-03T00:00:00,Passed,False,
EVT-005020,APP-1186,Applied,2026-06-09T00:00:00,2026-06-12T00:00:00,Passed,False,
EVT-005021,APP-1186,Screening,2026-06-12T17:00:00,2026-06-16T17:00:00,Passed,False,
EVT-005022,APP-1186,Recruiter Screen,2026-06-16T21:00:00,2026-06-20T21:00:00,Passed,False,
EVT-005023,APP-1186,Hiring Manager Review,2026-06-22T08:00:00,2026-06-24T08:00:00,Failed,True,Withdrew
EVT-005024,APP-1187,Applied,2026-07-25T00:00:00,2026-07-29T00:00:00,Passed,False,
EVT-005025,APP-1187,Screening,2026-07-29T06:00:00,2026-08-04T06:00:00,Passed,False,
EVT-005026,APP-1187,Recruiter Screen,2026-08-05T13:00:00,2026-08-12T13:00:00,Passed,False,
EVT-005027,APP-1187,Hiring Manager Review,2026-08-13T06:00:00,2026-08-20T06:00:00,Passed,False,
EVT-005028,APP-1187,Technical Interview,2026-08-20T22:00:00,2026-08-22T22:00:00,Failed,True,Tech Mismatch
EVT-005029,APP-1188,Applied,2026-07-28T00:00:00,2026-08-01T00:00:00,Passed,False,
EVT-005030,APP-1188,Screening,2026-08-02T22:00:00,2026-08-09T22:00:00,Passed,False,
EVT-005031,APP-1188,Recruiter Screen,2026-08-11T15:00:00,2026-08-18T15:00:00,Passed,False,
EVT-005032,APP-1188,Hiring Manager Review,2026-08-19T11:00:00,2026-08-26T11:00:00,Passed,False,
EVT-005033,APP-1188,Technical Interview,2026-08-28T08:00:00,2026-09-03T08:00:00,Passed,False,
EVT-005034,APP-1188,Final Interview,2026-09-05T07:00:00,2026-09-08T07:00:00,Passed,False,
EVT-005035,APP-1188,Offer,2026-09-10T03:00:00,2026-09-12T03:00:00,Passed,False,
EVT-005036,APP-1188,Offer Accepted,2026-09-13T17:00:00,2026-09-17T17:00:00,Passed,False,
EVT-005037,APP-1188,Joined,2026-09-18T11:00:00,2026-09-21T11:00:00,Passed,False,
EVT-005038,APP-1189,Applied,2026-06-15T00:00:00,2026-06-21T00:00:00,Passed,False,
EVT-005039,APP-1189,Screening,2026-06-21T14:00:00,2026-06-22T14:00:00,Passed,False,
EVT-005040,APP-1190,Applied,2026-06-14T00:00:00,2026-06-20T00:00:00,Passed,False,
EVT-005041,APP-1190,Screening,2026-06-20T19:00:00,2026-06-26T19:00:00,Passed,False,
EVT-005042,APP-1190,Recruiter Screen,2026-06-27T14:00:00,2026-07-01T14:00:00,Passed,False,
EVT-005043,APP-1190,Hiring Manager Review,2026-07-01T23:00:00,2026-07-04T23:00:00,Passed,False,
EVT-005044,APP-1190,Technical Interview,2026-07-06T08:00:00,2026-07-09T08:00:00,Passed,False,
EVT-005045,APP-1190,Final Interview,2026-07-09T18:00:00,2026-07-15T18:00:00,Passed,False,
EVT-005046,APP-1190,Offer,2026-07-17T11:00:00,2026-07-22T11:00:00,Passed,False,
EVT-005047,APP-1191,Applied,2026-07-18T00:00:00,2026-07-22T00:00:00,Passed,False,
EVT-005048,APP-1191,Screening,2026-07-22T10:00:00,2026-07-27T10:00:00,Passed,False,
EVT-005049,APP-1191,Recruiter Screen,2026-07-29T01:00:00,2026-08-03T01:00:00,Passed,False,
EVT-005050,APP-1191,Hiring Manager Review,2026-08-05T01:00:00,2026-08-08T01:00:00,Passed,False,
EVT-005051,APP-1191,Technical Interview,2026-08-08T02:00:00,2026-08-12T02:00:00,Passed,False,
EVT-005052,APP-1191,Final Interview,2026-08-13T18:00:00,2026-08-17T18:00:00,Passed,False,
EVT-005053,APP-1191,Offer,2026-08-19T12:00:00,2026-08-23T12:00:00,Passed,False,
EVT-005054,APP-1191,Offer Accepted,2026-08-23T14:00:00,2026-08-29T14:00:00,Passed,False,
EVT-005055,APP-1191,Joined,2026-08-30T10:00:00,2026-09-02T10:00:00,Failed,True,No Response
EVT-005056,APP-1192,Applied,2026-08-01T00:00:00,2026-08-06T00:00:00,Passed,False,
EVT-005057,APP-1192,Screening,2026-08-06T13:00:00,2026-08-12T13:00:00,Passed,False,
EVT-005058,APP-1192,Recruiter Screen,2026-08-14T01:00:00,2026-08-17T01:00:00,Failed,True,Tech Mismatch
EVT-005059,APP-1193,Applied,2026-05-23T00:00:00,2026-05-27T00:00:00,Passed,False,
EVT-005060,APP-1193,Screening,2026-05-28T23:00:00,2026-06-03T23:00:00,Passed,False,
EVT-005061,APP-1193,Recruiter Screen,2026-06-04T10:00:00,2026-06-08T10:00:00,Passed,False,
EVT-005062,APP-1193,Hiring Manager Review,2026-06-08T17:00:00,2026-06-11T17:00:00,Passed,False,
EVT-005063,APP-1193,Technical Interview,2026-06-12T00:00:00,2026-06-14T00:00:00,Passed,False,
EVT-005064,APP-1193,Final Interview,2026-06-15T09:00:00,2026-06-21T09:00:00,Passed,False,
EVT-005065,APP-1193,Offer,2026-06-23T08:00:00,2026-06-27T08:00:00,Passed,False,
EVT-005066,APP-1193,Offer Accepted,2026-06-28T09:00:00,2026-07-01T09:00:00,Passed,False,
EVT-005067,APP-1193,Joined,2026-07-02T01:00:00,2026-07-03T01:00:00,Failed,True,No Response
EVT-005068,APP-1194,Applied,2026-06-03T00:00:00,2026-06-07T00:00:00,Passed,False,
EVT-005069,APP-1194,Screening,2026-06-08T01:00:00,2026-06-11T01:00:00,Passed,False,
EVT-005070,APP-1194,Recruiter Screen,2026-06-12T18:00:00,2026-06-17T18:00:00,Passed,False,
EVT-005071,APP-1194,Hiring Manager Review,2026-06-18T09:00:00,2026-06-21T09:00:00,Passed,False,
EVT-005072,APP-1195,Applied,2026-06-01T00:00:00,2026-06-04T00:00:00,Passed,False,
EVT-005073,APP-1195,Screening,2026-06-04T21:00:00,2026-06-10T21:00:00,Passed,False,
EVT-005074,APP-1195,Recruiter Screen,2026-06-11T00:00:00,2026-06-13T00:00:00,Passed,False,
EVT-005075,APP-1195,Hiring Manager Review,2026-06-13T23:00:00,2026-06-18T23:00:00,Passed,False,
EVT-005076,APP-1195,Technical Interview,2026-06-19T18:00:00,2026-06-21T18:00:00,Passed,False,
EVT-005077,APP-1195,Final Interview,2026-06-23T00:00:00,2026-06-26T00:00:00,Failed,True,Withdrew
EVT-005078,APP-1196,Applied,2026-07-22T00:00:00,2026-07-28T00:00:00,Passed,False,
EVT-005079,APP-1196,Screening,2026-07-28T19:00:00,2026-07-30T19:00:00,Passed,False,
EVT-005080,APP-1196,Recruiter Screen,2026-07-31T12:00:00,2026-08-05T12:00:00,Passed,False,
EVT-005081,APP-1196,Hiring Manager Review,2026-08-07T11:00:00,2026-08-12T11:00:00,Passed,False,
EVT-005082,APP-1196,Technical Interview,2026-08-13T01:00:00,2026-08-15T01:00:00,Passed,False,
EVT-005083,APP-1197,Applied,2026-06-29T00:00:00,2026-07-06T00:00:00,Passed,False,
EVT-005084,APP-1197,Screening,2026-07-07T20:00:00,2026-07-13T20:00:00,Passed,False,
EVT-005085,APP-1197,Recruiter Screen,2026-07-14T21:00:00,2026-07-17T21:00:00,Passed,False,
EVT-005086,APP-1197,Hiring Manager Review,2026-07-18T21:00:00,2026-07-20T21:00:00,Failed,True,Withdrew
EVT-005087,APP-1198,Applied,2026-07-01T00:00:00,2026-07-06T00:00:00,Passed,False,
EVT-005088,APP-1198,Screening,2026-07-06T08:00:00,2026-07-08T08:00:00,Failed,True,Withdrew
EVT-005089,APP-1199,Applied,2026-06-28T00:00:00,2026-07-02T00:00:00,Passed,False,
EVT-005090,APP-1199,Screening,2026-07-03T06:00:00,2026-07-08T06:00:00,Passed,False,
EVT-005091,APP-1199,Recruiter Screen,2026-07-09T02:00:00,2026-07-11T02:00:00,Passed,False,
EVT-005092,APP-1199,Hiring Manager Review,2026-07-12T04:00:00,2026-07-15T04:00:00,Passed,False,
EVT-005093,APP-1199,Technical Interview,2026-07-15T20:00:00,2026-07-18T20:00:00,Passed,False,
EVT-005094,APP-1200,Applied,2026-08-07T00:00:00,2026-08-12T00:00:00,Passed,False,
EVT-005095,APP-1200,Screening,2026-08-12T08:00:00,2026-08-14T08:00:00,Passed,False,
EVT-005096,APP-1200,Recruiter Screen,2026-08-14T12:00:00,2026-08-19T12:00:00,Passed,False,
EVT-005097,APP-1200,Hiring Manager Review,2026-08-21T01:00:00,2026-08-23T01:00:00,Failed,True,No Response
EVT-005098,APP-1201,Applied,2026-07-07T00:00:00,2026-07-10T00:00:00,Passed,False,
EVT-005099,APP-1201,Screening,2026-07-10T18:00:00,2026-07-16T18:00:00,Passed,False,
EVT-005100,APP-1201,Recruiter Screen,2026-07-18T12:00:00,2026-07-20T12:00:00,Passed,False,
EVT-005101,APP-1202,Applied,2026-08-06T00:00:00,2026-08-09T00:00:00,Passed,False,
EVT-005102,APP-1202,Screening,2026-08-10T04:00:00,2026-08-16T04:00:00,Passed,False,
EVT-005103,APP-1202,Recruiter Screen,2026-08-16T16:00:00,2026-08-19T16:00:00,Passed,False,
EVT-005104,APP-1203,Applied,2026-05-25T00:00:00,2026-05-28T00:00:00,Passed,False,
EVT-005105,APP-1203,Screening,2026-05-29T22:00:00,2026-06-04T22:00:00,Passed,False,
EVT-005106,APP-1203,Recruiter Screen,2026-06-05T12:00:00,2026-06-10T12:00:00,Passed,False,
EVT-005107,APP-1203,Hiring Manager Review,2026-06-12T03:00:00,2026-06-14T03:00:00,Failed,True,No Response
EVT-005108,APP-1204,Applied,2026-08-09T00:00:00,2026-08-14T00:00:00,Passed,False,
EVT-005109,APP-1204,Screening,2026-08-16T00:00:00,2026-08-19T00:00:00,Passed,False,
EVT-005110,APP-1204,Recruiter Screen,2026-08-19T15:00:00,2026-08-21T15:00:00,Failed,True,Tech Mismatch
EVT-005111,APP-1205,Applied,2026-07-11T00:00:00,2026-07-16T00:00:00,Passed,False,
EVT-005112,APP-1206,Applied,2026-05-26T00:00:00,2026-06-02T00:00:00,Passed,False,
EVT-005113,APP-1206,Screening,2026-06-02T03:00:00,2026-06-06T03:00:00,Passed,False,
EVT-005114,APP-1206,Recruiter Screen,2026-06-06T17:00:00,2026-06-10T17:00:00,Passed,False,
EVT-005115,APP-1206,Hiring Manager Review,2026-06-12T17:00:00,2026-06-13T17:00:00,Withdrew,True,Salary
EVT-005116,APP-1207,Applied,2026-08-17T00:00:00,2026-08-24T00:00:00,Passed,False,
EVT-005117,APP-1207,Screening,2026-08-24T07:00:00,2026-08-29T07:00:00,Passed,False,
EVT-005118,APP-1207,Recruiter Screen,2026-08-31T03:00:00,2026-09-07T03:00:00,Passed,False,
EVT-005119,APP-1207,Hiring Manager Review,2026-09-08T22:00:00,2026-09-15T22:00:00,Passed,False,
EVT-005120,APP-1207,Technical Interview,2026-09-16T22:00:00,2026-09-20T22:00:00,Passed,False,
EVT-005121,APP-1207,Final Interview,2026-09-22T14:00:00,2026-09-29T14:00:00,Passed,False,
EVT-005122,APP-1207,Offer,2026-10-01T01:00:00,2026-10-04T01:00:00,Failed,True,Tech Mismatch
EVT-005123,APP-1208,Applied,2026-07-09T00:00:00,2026-07-11T00:00:00,Passed,False,
EVT-005124,APP-1208,Screening,2026-07-12T09:00:00,2026-07-16T09:00:00,Passed,False,
EVT-005125,APP-1208,Recruiter Screen,2026-07-17T10:00:00,2026-07-21T10:00:00,Passed,False,
EVT-005126,APP-1208,Hiring Manager Review,2026-07-22T22:00:00,2026-07-27T22:00:00,Passed,False,
EVT-005127,APP-1208,Technical Interview,2026-07-28T23:00:00,2026-08-02T23:00:00,Passed,False,
EVT-005128,APP-1209,Applied,2026-06-26T00:00:00,2026-07-01T00:00:00,Passed,False,
EVT-005129,APP-1209,Screening,2026-07-02T02:00:00,2026-07-06T02:00:00,Passed,False,
EVT-005130,APP-1209,Recruiter Screen,2026-07-07T06:00:00,2026-07-09T06:00:00,Passed,False,
EVT-005131,APP-1209,Hiring Manager Review,2026-07-09T20:00:00,2026-07-14T20:00:00,Passed,False,
EVT-005132,APP-1209,Technical Interview,2026-07-15T09:00:00,2026-07-22T09:00:00,Passed,False,
EVT-005133,APP-1209,Final Interview,2026-07-22T20:00:00,2026-07-26T20:00:00,Passed,False,
EVT-005134,APP-1209,Offer,2026-07-27T05:00:00,2026-08-02T05:00:00,Passed,False,
EVT-005135,APP-1209,Offer Accepted,2026-08-03T09:00:00,2026-08-05T09:00:00,Passed,False,
EVT-005136,APP-1210,Applied,2026-05-22T00:00:00,2026-05-28T00:00:00,Passed,False,
EVT-005137,APP-1210,Screening,2026-05-29T17:00:00,2026-06-02T17:00:00,Passed,False,
EVT-005138,APP-1211,Applied,2026-07-14T00:00:00,2026-07-21T00:00:00,Passed,False,
EVT-005139,APP-1211,Screening,2026-07-21T22:00:00,2026-07-26T22:00:00,Passed,False,
EVT-005140,APP-1211,Recruiter Screen,2026-07-28T01:00:00,2026-08-02T01:00:00,Passed,False,
EVT-005141,APP-1211,Hiring Manager Review,2026-08-02T16:00:00,2026-08-03T16:00:00,Withdrew,True,No Response
EVT-005142,APP-1212,Applied,2026-07-02T00:00:00,2026-07-04T00:00:00,Passed,False,
EVT-005143,APP-1212,Screening,2026-07-05T08:00:00,2026-07-08T08:00:00,Passed,False,
EVT-005144,APP-1212,Recruiter Screen,2026-07-09T16:00:00,2026-07-16T16:00:00,Passed,False,
EVT-005145,APP-1212,Hiring Manager Review,2026-07-18T00:00:00,2026-07-21T00:00:00,Passed,False,
EVT-005146,APP-1212,Technical Interview,2026-07-22T19:00:00,2026-07-25T19:00:00,Passed,False,
EVT-005147,APP-1212,Final Interview,2026-07-26T22:00:00,2026-07-30T22:00:00,Passed,False,
EVT-005148,APP-1213,Applied,2026-05-24T00:00:00,2026-05-28T00:00:00,Passed,False,
EVT-005149,APP-1213,Screening,2026-05-29T06:00:00,2026-05-31T06:00:00,Failed,True,Withdrew
EVT-005150,APP-1214,Applied,2026-07-08T00:00:00,2026-07-13T00:00:00,Passed,False,
EVT-005151,APP-1214,Screening,2026-07-14T17:00:00,2026-07-16T17:00:00,Passed,False,
EVT-005152,APP-1214,Recruiter Screen,2026-07-17T20:00:00,2026-07-21T20:00:00,Passed,False,
EVT-005153,APP-1214,Hiring Manager Review,2026-07-21T22:00:00,2026-07-24T22:00:00,Passed,False,
EVT-005154,APP-1214,Technical Interview,2026-07-25T09:00:00,2026-07-30T09:00:00,Passed,False,
EVT-005155,APP-1214,Final Interview,2026-07-30T17:00:00,2026-08-02T17:00:00,Withdrew,True,Salary
EVT-005156,APP-1215,Applied,2026-08-13T00:00:00,2026-08-19T00:00:00,Passed,False,
EVT-005157,APP-1215,Screening,2026-08-20T22:00:00,2026-08-24T22:00:00,Passed,False,
EVT-005158,APP-1215,Recruiter Screen,2026-08-25T20:00:00,2026-08-26T20:00:00,Failed,True,Withdrew
EVT-005159,APP-1216,Applied,2026-08-06T00:00:00,2026-08-08T00:00:00,Passed,False,
EVT-005160,APP-1216,Screening,2026-08-09T06:00:00,2026-08-14T06:00:00,Passed,False,
EVT-005161,APP-1216,Recruiter Screen,2026-08-15T00:00:00,2026-08-17T00:00:00,Passed,False,
EVT-005162,APP-1217,Applied,2026-06-21T00:00:00,2026-06-27T00:00:00,Passed,False,
EVT-005163,APP-1217,Screening,2026-06-28T17:00:00,2026-07-03T17:00:00,Passed,False,
EVT-005164,APP-1218,Applied,2026-08-05T00:00:00,2026-08-09T00:00:00,Passed,False,
EVT-005165,APP-1218,Screening,2026-08-10T18:00:00,2026-08-15T18:00:00,Passed,False,
EVT-005166,APP-1218,Recruiter Screen,2026-08-17T03:00:00,2026-08-19T03:00:00,Passed,False,
EVT-005167,APP-1218,Hiring Manager Review,2026-08-20T15:00:00,2026-08-23T15:00:00,Passed,False,
EVT-005168,APP-1218,Technical Interview,2026-08-24T05:00:00,2026-08-30T05:00:00,Passed,False,
EVT-005169,APP-1218,Final Interview,2026-08-31T22:00:00,2026-09-02T22:00:00,Passed,False,
EVT-005170,APP-1218,Offer,2026-09-04T06:00:00,2026-09-05T06:00:00,Withdrew,True,Salary
EVT-005171,APP-1219,Applied,2026-07-12T00:00:00,2026-07-17T00:00:00,Passed,False,
EVT-005172,APP-1219,Screening,2026-07-18T03:00:00,2026-07-19T03:00:00,Withdrew,True,Withdrew
EVT-005173,APP-1220,Applied,2026-07-07T00:00:00,2026-07-14T00:00:00,Passed,False,
EVT-005174,APP-1220,Screening,2026-07-15T19:00:00,2026-07-17T19:00:00,Passed,False,
EVT-005175,APP-1220,Recruiter Screen,2026-07-19T06:00:00,2026-07-23T06:00:00,Passed,False,
EVT-005176,APP-1220,Hiring Manager Review,2026-07-23T12:00:00,2026-07-29T12:00:00,Passed,False,
EVT-005177,APP-1220,Technical Interview,2026-07-30T23:00:00,2026-08-02T23:00:00,Passed,False,
EVT-005178,APP-1220,Final Interview,2026-08-04T10:00:00,2026-08-05T10:00:00,Failed,True,No Response
EVT-005179,APP-1221,Applied,2026-06-17T00:00:00,2026-06-20T00:00:00,Passed,False,
EVT-005180,APP-1221,Screening,2026-06-20T20:00:00,2026-06-26T20:00:00,Passed,False,
EVT-005181,APP-1221,Recruiter Screen,2026-06-28T08:00:00,2026-07-04T08:00:00,Passed,False,
EVT-005182,APP-1221,Hiring Manager Review,2026-07-05T08:00:00,2026-07-10T08:00:00,Passed,False,
EVT-005183,APP-1222,Applied,2026-07-15T00:00:00,2026-07-16T00:00:00,Failed,True,No Response
EVT-005184,APP-1223,Applied,2026-06-22T00:00:00,2026-06-25T00:00:00,Passed,False,
EVT-005185,APP-1223,Screening,2026-06-26T12:00:00,2026-07-03T12:00:00,Passed,False,
EVT-005186,APP-1223,Recruiter Screen,2026-07-05T06:00:00,2026-07-07T06:00:00,Passed,False,
EVT-005187,APP-1223,Hiring Manager Review,2026-07-07T23:00:00,2026-07-10T23:00:00,Passed,False,
EVT-005188,APP-1224,Applied,2026-07-21T00:00:00,2026-07-26T00:00:00,Passed,False,
EVT-005189,APP-1224,Screening,2026-07-26T05:00:00,2026-07-27T05:00:00,Passed,False,
EVT-005190,APP-1225,Applied,2026-05-27T00:00:00,2026-06-01T00:00:00,Passed,False,
EVT-005191,APP-1225,Screening,2026-06-01T13:00:00,2026-06-05T13:00:00,Passed,False,
EVT-005192,APP-1225,Recruiter Screen,2026-06-06T08:00:00,2026-06-12T08:00:00,Passed,False,
EVT-005193,APP-1225,Hiring Manager Review,2026-06-13T07:00:00,2026-06-16T07:00:00,Passed,False,
EVT-005194,APP-1225,Technical Interview,2026-06-17T20:00:00,2026-06-22T20:00:00,Passed,False,
EVT-005195,APP-1225,Final Interview,2026-06-23T02:00:00,2026-06-24T02:00:00,Failed,True,Withdrew
EVT-005196,APP-1226,Applied,2026-07-31T00:00:00,2026-08-06T00:00:00,Passed,False,
EVT-005197,APP-1226,Screening,2026-08-07T12:00:00,2026-08-09T12:00:00,Passed,False,
EVT-005198,APP-1226,Recruiter Screen,2026-08-10T09:00:00,2026-08-17T09:00:00,Passed,False,
EVT-005199,APP-1226,Hiring Manager Review,2026-08-18T16:00:00,2026-08-22T16:00:00,Passed,False,
EVT-005200,APP-1226,Technical Interview,2026-08-24T12:00:00,2026-08-30T12:00:00,Passed,False,
EVT-005201,APP-1226,Final Interview,2026-08-31T22:00:00,2026-09-02T22:00:00,Failed,True,Withdrew
EVT-005202,APP-1227,Applied,2026-05-28T00:00:00,2026-06-01T00:00:00,Passed,False,
EVT-005203,APP-1227,Screening,2026-06-02T23:00:00,2026-06-04T23:00:00,Passed,False,
EVT-005204,APP-1227,Recruiter Screen,2026-06-05T10:00:00,2026-06-09T10:00:00,Passed,False,
EVT-005205,APP-1227,Hiring Manager Review,2026-06-11T00:00:00,2026-06-14T00:00:00,Passed,False,
EVT-005206,APP-1227,Technical Interview,2026-06-15T09:00:00,2026-06-17T09:00:00,Passed,False,
EVT-005207,APP-1228,Applied,2026-07-14T00:00:00,2026-07-17T00:00:00,Passed,False,
EVT-005208,APP-1228,Screening,2026-07-18T06:00:00,2026-07-24T06:00:00,Passed,False,
EVT-005209,APP-1228,Recruiter Screen,2026-07-26T03:00:00,2026-07-29T03:00:00,Passed,False,
EVT-005210,APP-1228,Hiring Manager Review,2026-07-30T01:00:00,2026-08-06T01:00:00,Passed,False,
EVT-005211,APP-1228,Technical Interview,2026-08-06T20:00:00,2026-08-08T20:00:00,Failed,True,Withdrew
EVT-005212,APP-1229,Applied,2026-05-29T00:00:00,2026-06-04T00:00:00,Passed,False,
EVT-005213,APP-1229,Screening,2026-06-06T00:00:00,2026-06-12T00:00:00,Passed,False,
EVT-005214,APP-1229,Recruiter Screen,2026-06-12T02:00:00,2026-06-16T02:00:00,Passed,False,
EVT-005215,APP-1229,Hiring Manager Review,2026-06-18T02:00:00,2026-06-23T02:00:00,Passed,False,
EVT-005216,APP-1229,Technical Interview,2026-06-23T15:00:00,2026-06-30T15:00:00,Passed,False,
EVT-005217,APP-1229,Final Interview,2026-06-30T19:00:00,2026-07-03T19:00:00,Withdrew,True,Withdrew
EVT-005218,APP-1230,Applied,2026-07-14T00:00:00,2026-07-18T00:00:00,Passed,False,
EVT-005219,APP-1230,Screening,2026-07-19T21:00:00,2026-07-23T21:00:00,Passed,False,
EVT-005220,APP-1230,Recruiter Screen,2026-07-25T17:00:00,2026-07-30T17:00:00,Passed,False,
EVT-005221,APP-1230,Hiring Manager Review,2026-08-01T10:00:00,2026-08-04T10:00:00,Passed,False,
EVT-005222,APP-1231,Applied,2026-08-04T00:00:00,2026-08-09T00:00:00,Passed,False,
EVT-005223,APP-1231,Screening,2026-08-10T04:00:00,2026-08-13T04:00:00,Passed,False,
EVT-005224,APP-1231,Recruiter Screen,2026-08-14T08:00:00,2026-08-17T08:00:00,Passed,False,
EVT-005225,APP-1231,Hiring Manager Review,2026-08-17T12:00:00,2026-08-21T12:00:00,Passed,False,
EVT-005226,APP-1231,Technical Interview,2026-08-21T20:00:00,2026-08-22T20:00:00,Passed,False,
EVT-005227,APP-1232,Applied,2026-05-31T00:00:00,2026-06-05T00:00:00,Passed,False,
EVT-005228,APP-1232,Screening,2026-06-06T16:00:00,2026-06-12T16:00:00,Passed,False,
EVT-005229,APP-1232,Recruiter Screen,2026-06-13T20:00:00,2026-06-14T20:00:00,Passed,False,
EVT-005230,APP-1233,Applied,2026-07-11T00:00:00,2026-07-14T00:00:00,Passed,False,
EVT-005231,APP-1233,Screening,2026-07-15T12:00:00,2026-07-19T12:00:00,Passed,False,
EVT-005232,APP-1233,Recruiter Screen,2026-07-20T14:00:00,2026-07-22T14:00:00,Passed,False,
EVT-005233,APP-1234,Applied,2026-06-05T00:00:00,2026-06-12T00:00:00,Passed,False,
EVT-005234,APP-1234,Screening,2026-06-12T22:00:00,2026-06-17T22:00:00,Passed,False,
EVT-005235,APP-1234,Recruiter Screen,2026-06-18T01:00:00,2026-06-25T01:00:00,Passed,False,
